cls	cls_label	textdef_count	xref_count	named_superclass_count	anon_superclass_count	named_equiv_count	anon_equiv_count
MONDO:0016385	"hypogonadism-mitral valve prolapse-intellectual disability syndrome"	1	6	2	0	2	0
MONDO:0001209	"common wart"	1	10	2	0	2	0
MONDO:0022693	"cerebral calcification cerebellar hypoplasia"	0	1	0	0	0	0
MONDO:0011617	"arthropathy, erosive"	0	3	1	0	1	0
MONDO:0006246	"high grade surface osteosarcoma"	1	5	3	0	3	0
MONDO:0001725	"balanitis xerotica obliterans"	1	6	2	0	2	0
MONDO:0007078	"pseudohypoparathyroidism type 1A"	1	11	4	0	4	0
MONDO:0008466	"Karsch-Neugebauer syndrome"	1	7	3	0	3	0
MONDO:0011150	"acroosteolysis-keloid-like lesions-premature aging syndrome"	0	7	2	0	2	0
MONDO:0011408	"hereditary spastic paraplegia 10"	1	9	3	0	3	1
MONDO:0014086	"osteogenesis imperfecta type 15"	1	4	1	0	1	1
MONDO:0004934	"periostitis (disease)"	1	6	2	0	2	1
MONDO:0017235	"familial omphalocele syndrome with facial dysmorphism"	1	2	1	0	1	0
MONDO:0043994	"acute cholecystitis"	1	3	2	0	2	0
MONDO:0011128	"Sheldon-hall syndrome"	1	5	2	0	2	0
MONDO:0032902	"Joubert syndrome 36"	0	1	1	0	1	0
MONDO:0015749	"6q16 deletion syndrome"	1	3	1	0	1	0
MONDO:0009424	"Bartter disease type 2"	1	6	2	0	2	1
MONDO:0010298	"Lesch-Nyhan syndrome"	1	12	4	0	4	0
MONDO:0024864	"medium/large size posterior uveal melanoma"	0	2	1	0	1	0
MONDO:0004067	"gallbladder mucinous adenocarcinoma"	1	3	1	0	1	1
MONDO:0015917	"malignant glioma"	1	8	3	0	3	1
MONDO:0019239	"inborn disorder of serine family metabolism"	1	2	1	0	1	1
MONDO:0019540	"diffuse alveolar hemorrhage (disease)"	0	4	1	0	1	0
MONDO:0017771	"Mayer-Rokitansky-Kuster-Hauser syndrome"	1	4	2	0	2	0
MONDO:0006736	"dysplasia of cervix"	1	10	2	0	2	0
MONDO:0011197	"hereditary thermosensitive neuropathy"	1	6	3	0	3	0
MONDO:0018235	"dysostosis with limb anomaly as a major feature"	0	1	1	0	1	1
MONDO:0019277	"epidermal appendage anomaly"	0	1	1	0	1	0
MONDO:0012562	"holoprosencephaly 7"	1	4	1	0	1	1
MONDO:0001868	"primary angle-closure glaucoma"	1	10	3	0	3	0
MONDO:0012309	"parietal foramina 2"	1	3	1	0	1	1
MONDO:0005870	"necatoriasis"	1	8	3	0	3	0
MONDO:0014666	"hypomyelinating leukodystrophy 11"	1	4	1	0	1	1
MONDO:0007217	"brachydactyly type A3"	0	5	1	0	1	0
MONDO:0017914	"pure or complex autosomal dominant spastic paraplegia"	0	2	1	0	1	0
MONDO:0019260	"adult neuronal ceroid lipofuscinosis"	1	6	2	0	2	1
MONDO:0100103	"fetal akinesia deformation sequence 3"	1	1	1	0	1	1
MONDO:0011566	"abdominal obesity-metabolic syndrome quantitative trait locus 2"	0	1	1	0	1	0
MONDO:0019991	"immunotactoid glomerulopathy"	1	6	3	0	3	0
MONDO:0007508	"Rapp-Hodgkin syndrome"	1	7	2	0	2	0
MONDO:0015550	"suprabasal epidermolysis bullosa simplex"	1	4	2	0	2	1
MONDO:0000473	"arterial disorder"	1	6	2	0	2	1
MONDO:0020236	"lens position anomaly"	1	4	2	0	2	0
MONDO:0000566	"obsolete substance withdrawal disorder"	0	0	0	0	0	0
MONDO:0018524	"obsolete intraductal papillary mucinous carcinoma of pancreas"	0	0	0	0	0	0
MONDO:0020115	"secondary polycythemia"	1	6	2	0	2	0
MONDO:0014733	"Charcot-Marie-Tooth disease type 4K"	1	6	3	0	3	1
MONDO:0012142	"orofacial cleft 5"	1	3	1	0	1	1
MONDO:0008406	"autosomal recessive Emery-Dreifuss muscular dystrophy"	1	2	1	0	1	1
MONDO:0056797	"neurodevelopmental disorder with midbrain and hindbrain malformations"	0	3	1	0	1	0
MONDO:0001304	"benign hypertensive renal disease"	0	6	1	0	1	0
MONDO:0006074	"adenosquamous carcinoma"	1	7	3	0	3	0
MONDO:0010354	"Allan-Herndon-Dudley syndrome"	1	10	4	0	4	0
MONDO:0043459	"radiation-induced disorder"	1	5	3	0	3	1
MONDO:0013394	"porencephaly-microcephaly-bilateral congenital cataract syndrome"	0	3	2	0	2	0
MONDO:0009928	"pulmonary alveolar microlithiasis"	1	12	3	0	3	0
MONDO:0017341	"virus associated tumor"	0	2	1	0	1	1
MONDO:0012245	"epileptic encephalopathy, early infantile, 3"	1	1	1	0	1	1
MONDO:0017037	"secondary interstitial lung disease in childhood and adulthood associated with a metabolic disease"	0	2	1	0	1	0
MONDO:0011579	"late-onset retinal degeneration"	1	7	3	0	3	0
MONDO:0020195	"excretory apparatus of the lacrimal system anomaly"	0	1	1	0	1	0
MONDO:0032665	"intellectual developmental disorder, autosomal recessive 68"	0	1	1	0	1	0
MONDO:0007766	"Morgagni-Stewart-Morel syndrome"	1	7	4	0	4	0
MONDO:0017622	"congenital sucrase-isomaltase deficiency without sucrose intolerance"	0	2	1	0	1	0
MONDO:0019972	"dural sinus malformation"	0	2	1	0	1	0
MONDO:0100040	"FOXG1 disorder"	1	0	0	0	0	1
MONDO:0060621	"neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy"	0	2	1	0	1	0
MONDO:0011726	"peripheral arterial occlusive disease 1"	0	3	1	0	1	0
MONDO:0012869	"intellectual disability, autosomal dominant 22"	1	4	1	0	1	1
MONDO:0019148	"Wolman disease"	1	11	3	0	3	0
MONDO:0016284	"primitive neuroectodermal tumor of the cervix uteri"	1	5	1	0	1	0
MONDO:0006152	"colon inflammatory polyp"	1	3	2	0	2	0
MONDO:0020362	"inverse Marcus-Gunn phenomenon"	1	3	1	0	1	0
MONDO:0007346	"cochleosaccular degeneration-cataract syndrome"	1	6	3	0	3	0
MONDO:0008336	"pterygium colli, isolated"	0	3	1	0	1	0
MONDO:0000933	"subglottis neoplasm"	1	4	2	0	2	1
MONDO:0017763	"disorder of iron metabolism and transport"	0	3	1	0	1	0
MONDO:0002981	"peripheral primitive neuroectodermal tumor of bone"	1	3	1	0	1	1
MONDO:0001447	"detrusor sphincter dyssynergia (disease)"	0	5	1	0	1	0
MONDO:0012413	"syndromic microphthalmia type 5"	1	8	3	0	3	1
MONDO:0100104	"fetal akinesia deformation sequence 4"	1	1	1	0	1	1
MONDO:0016323	"chronic respiratory distress with surfactant metabolism deficiency"	0	2	1	0	1	0
MONDO:0010406	"chromosome Xp11.22 duplication syndrome"	0	1	1	0	1	0
MONDO:0012465	"hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency"	1	7	3	0	3	0
MONDO:0017163	"hemolytic disease due to fetomaternal alloimmunization"	0	6	1	0	1	0
MONDO:0001729	"active cochlear Meniere disease"	0	4	1	0	1	0
MONDO:0009103	"diaphragmatic hernia 2"	0	2	1	0	1	0
MONDO:0010954	"Wiskott-Aldrich syndrome, autosomal dominant form"	0	3	1	0	1	0
MONDO:0008908	"MGAT2-CDG"	1	8	3	0	3	0
MONDO:0019275	"other genetic epidermal disease"	0	2	1	0	1	0
MONDO:0018383	"osteonecrosis of genetic origin"	1	2	1	0	1	1
MONDO:0015691	"hypereosinophilic syndrome"	1	13	4	0	4	1
MONDO:0019554	"idiopathic localized lipodystrophy"	1	3	1	0	1	0
MONDO:0009964	"short-rib thoracic dysplasia 9 with or without polydactyly"	1	7	3	0	3	0
MONDO:0000926	"eye accommodation disease"	1	5	1	0	1	0
MONDO:0020403	"congenital mitral valve agenesis"	1	2	1	0	1	0
MONDO:0001913	"oligospermia"	1	7	0	0	0	0
MONDO:0010192	"Waardenburg syndrome type 4A"	1	2	1	0	1	1
MONDO:0000366	"obsolete glycogen storage disease IX"	0	0	0	0	0	0
MONDO:0001450	"obsolete arachnoiditis"	0	0	0	0	0	0
MONDO:0018227	"hypocomplementemic urticarial vasculitis"	1	6	2	0	2	0
MONDO:0012115	"scoliosis, isolated, susceptibility to, 3"	0	1	1	0	1	0
MONDO:0010857	"semantic dementia"	1	4	2	0	2	0
MONDO:0003138	"subacute glomerulonephritis"	1	4	2	0	2	0
MONDO:0044640	"charcot-marie-tooth disease type 2T"	0	2	1	0	1	0
MONDO:0100130	"adult acute respiratory distress syndrome"	1	5	2	0	2	1
MONDO:0012556	"DK1-CDG"	1	6	3	0	3	0
MONDO:0009077	"deafness, congenital, and familial myoclonic epilepsy"	0	3	1	0	1	0
MONDO:0007335	"orofacial cleft 1"	1	4	2	0	2	0
MONDO:0005319	"humerus fracture"	1	4	2	0	2	0
MONDO:0013685	"pancreatic cancer, susceptibility to, 4"	1	1	1	0	1	1
MONDO:0004979	"asthma"	1	16	3	0	3	0
MONDO:0041959	"fibrosis of bile duct"	0	2	1	0	1	0
MONDO:0019719	"congenital anomaly of kidney and urinary tract"	1	5	2	0	2	0
MONDO:0018548	"acute poisoning by drugs with membrane-stabilizing effect"	1	2	1	0	1	0
MONDO:0002572	"aspiration pneumonitis"	1	5	2	0	2	0
MONDO:0011156	"progressive familial intrahepatic cholestasis type 2"	1	6	2	0	2	1
MONDO:0009388	"hyperlysinemia (disease)"	1	10	4	0	4	0
MONDO:0008065	"nasal groove, familial transverse"	0	2	1	0	1	0
MONDO:0010991	"laterality defects, autosomal dominant"	0	4	1	0	1	0
MONDO:0016166	"genetic hyperparathyroidism"	1	1	1	0	1	1
MONDO:0013665	"EJM9"	0	1	1	0	1	0
MONDO:0014166	"paroxysmal nocturnal hemoglobinuria 2"	1	2	1	0	1	1
MONDO:0044281	"obsolete c3hex, ability to smell"	1	1	0	0	0	0
MONDO:0007472	"basal laminar drusen"	1	5	1	0	1	1
MONDO:0011190	"nephronophthisis 2"	1	4	1	0	1	1
MONDO:0014013	"maternal riboflavin deficiency"	0	3	2	0	2	0
MONDO:0007097	"Finnish type amyloidosis"	0	8	3	0	3	0
MONDO:0015774	"thoraco-abdominal enteric duplication"	1	4	2	0	2	0
MONDO:0019171	"familial long QT syndrome"	1	6	3	0	3	1
MONDO:0008451	"distal hereditary motor neuropathy type 1"	1	6	3	0	3	0
MONDO:0004299	"infiltrating bladder lymphoepithelioma-like carcinoma"	0	4	2	0	2	0
MONDO:0006173	"conjunctival squamous cell carcinoma"	1	5	3	0	3	1
MONDO:0006354	"parathyroid hyperplasia (disease)"	1	5	3	0	3	1
MONDO:0005978	"theileriasis"	1	6	2	0	2	0
MONDO:0015637	"benign non-familial infantile seizures"	0	3	1	0	1	0
MONDO:0016784	"gestational trophoblastic disease"	0	4	3	0	3	1
MONDO:0013188	"cerebellar ataxia, mental retardation, and dysequilibrium syndrome 3"	1	3	1	0	1	1
MONDO:0006011	"viral hepatitis"	1	11	3	0	3	1
MONDO:0009706	"hereditary myopathy with lactic acidosis due to ISCU deficiency"	1	7	3	0	3	0
MONDO:0016649	"Warburg micro syndrome"	1	6	2	0	2	0
MONDO:0007332	"SHFLD1"	0	2	1	0	1	0
MONDO:0017291	"reversible cerebral vasoconstriction syndrome"	1	6	2	0	2	0
MONDO:0010582	"diabetes insipidus, neurohypophyseal type"	0	2	1	0	1	0
MONDO:0054560	"anauxetic dysplasia 1"	0	1	1	0	1	0
MONDO:0006660	"arthus reaction"	1	10	3	0	3	0
MONDO:0013634	"neuropathy, hereditary sensory, type 2C"	1	3	1	0	1	1
MONDO:0011769	"obsolete familial aortic dissection"	0	0	0	0	0	0
MONDO:0002683	"adult choroid plexus neoplasm"	1	3	1	0	1	1
MONDO:0002922	"pyoderma"	1	9	1	0	1	1
MONDO:0017893	"inherited acute myeloid leukemia"	1	4	2	0	2	1
MONDO:0005719	"Coronavinae infectious disease"	1	2	1	0	1	1
MONDO:0008559	"thrombophilia due to thrombin defect"	1	5	2	0	2	0
MONDO:0017883	"obsolete multilocular cystic clear cell renal cell neoplasm of low malignant potential"	0	0	0	0	0	0
MONDO:0017050	"intraocular medulloepithelioma"	1	4	2	0	2	0
MONDO:0010873	"band heterotopia of brain"	0	3	1	0	1	0
MONDO:0012563	"holoprosencephaly 9"	1	3	1	0	1	1
MONDO:0005496	"bile duct carcinoma"	1	4	2	0	2	1
MONDO:0001840	"obsolete schistosomiasis"	0	0	0	0	0	0
MONDO:0001284	"endometriosis of intestine"	1	6	1	0	1	1
MONDO:0021437	"lipoma of stomach"	1	3	2	0	2	1
MONDO:0016569	"obsolete rare lymphatic malformation"	0	0	0	0	0	0
MONDO:0400002	"calcium-alkali syndrome"	1	0	0	0	0	0
MONDO:0100058	"hypervalinemia and hyperleucine-isoleucinemia"	1	1	1	0	1	0
MONDO:0004699	"gastrointestinal lymphoma"	1	5	2	0	2	1
MONDO:0010320	"retinitis pigmentosa 23"	1	5	1	0	1	1
MONDO:0018396	"rare male fertility disorder with obstructive azoospermia"	0	2	1	0	1	0
MONDO:0040998	"Pasteurella multocida infectious disease"	0	3	1	0	1	1
MONDO:0024562	"sick sinus syndrome 1"	1	1	1	0	1	1
MONDO:0020202	"conjunctival lymphangiectasia"	0	4	2	0	2	0
MONDO:0004961	"stage I endometrioid carcinoma"	1	1	1	0	1	0
MONDO:0007740	"Wagner disease"	1	8	3	0	3	0
MONDO:0005352	"conduct disorder"	1	10	3	0	3	0
MONDO:0001029	"Klippel-Feil syndrome"	1	8	3	0	3	0
MONDO:0005046	"immune system disease"	1	14	3	0	3	1
MONDO:0020361	"partial cryptophthalmia"	0	2	1	0	1	0
MONDO:0002198	"vulvar glandular neoplasm"	1	3	1	0	1	1
MONDO:0006601	"pityriasis rosea"	1	10	3	0	3	0
MONDO:0002050	"depressive disorder"	1	10	2	0	2	0
MONDO:0012450	"spinocerebellar ataxia type 28"	1	9	3	0	3	0
MONDO:0021098	"papillomatosis"	1	1	1	0	1	0
MONDO:0010224	"corpus callosum agenesis-abnormal genitalia syndrome"	1	7	3	0	3	0
MONDO:0018868	"metachromatic leukodystrophy"	1	10	3	0	3	0
MONDO:0011019	"alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome"	1	4	3	0	3	0
MONDO:0013387	"KCNQ2-related epileptic encephalopathy"	1	5	2	0	2	0
MONDO:0022323	"2-hydroxyethyl methacrylate sensitization"	0	3	0	0	0	0
MONDO:0045046	"inherited thyroid metabolism disease"	1	3	1	0	1	1
MONDO:0019422	"X-linked intellectual disability, Stevenson type"	1	4	2	0	2	0
MONDO:0006126	"cecum neuroendocrine tumor G1"	1	3	2	0	2	1
MONDO:0015471	"benign focal seizures of adolescence"	0	4	2	0	2	0
MONDO:0014889	"striatonigral degeneration, childhood-onset"	0	3	2	0	2	0
MONDO:0003909	"Bartholin gland adenomyoma"	1	3	1	0	1	1
MONDO:0002612	"frontal lobe epilepsy"	1	4	1	0	1	1
MONDO:0015055	"acquired angioedema type 2"	1	3	1	0	1	0
MONDO:0021977	"basaloid follicular hamartoma"	1	5	2	0	2	0
MONDO:0015056	"acquired angioedema type 1"	1	3	1	0	1	0
MONDO:0020108	"autoimmune hemolytic anemia"	1	15	5	0	5	1
MONDO:0004871	"perianal hematoma"	0	5	1	0	1	0
MONDO:0010899	"autosomal dominant nocturnal frontal lobe epilepsy 1"	1	4	1	0	1	1
MONDO:0020116	"obsolete rare blood coagulation disease"	1	1	0	0	0	0
MONDO:0018102	"corneal dystrophy (disease)"	1	12	3	0	3	0
MONDO:0000930	"nodular malignant melanoma"	1	7	3	0	3	0
MONDO:0012306	"cardiomyopathy, familial restrictive, 2"	0	3	1	0	1	0
MONDO:0010821	"familial developmental dysphasia"	1	7	3	0	3	0
MONDO:0030054	"epileptic encephalopathy, early infantile, 86"	0	1	1	0	1	0
MONDO:0002926	"clear cell sarcoma"	1	9	4	0	4	0
MONDO:0009924	"vitamin D-dependent rickets, type 1"	1	5	3	0	3	0
MONDO:0012323	"lethal acantholytic epidermolysis bullosa"	1	6	2	0	2	0
MONDO:0001526	"labia minora cancer"	1	6	2	0	2	1
MONDO:0004273	"breast apocrine adenoma"	1	3	1	0	1	1
MONDO:0017936	"benign Samaritan congenital myopathy"	1	2	1	0	1	0
MONDO:0001333	"obsolete Patau syndrome"	0	0	0	0	0	0
MONDO:0004867	"upper respiratory tract disease"	1	5	1	0	1	1
MONDO:0002644	"idiopathic granulomatous myositis"	0	4	2	0	2	0
MONDO:0021061	"neurofibromatosis"	1	15	2	0	2	0
MONDO:0003795	"ovarian small cell carcinoma"	1	8	4	0	4	1
MONDO:0003888	"childhood testicular mixed embryonal carcinoma and teratoma"	1	3	1	0	1	0
MONDO:0005410	"acute graft vs. host disease"	1	1	1	0	1	0
MONDO:0020483	"acetazolamide-responsive myotonia"	1	3	2	0	2	1
MONDO:0002925	"obsolete extraosseous Ewing's sarcoma"	0	0	0	0	0	0
MONDO:0001511	"thyrotoxic exophthalmos"	0	5	1	0	1	0
MONDO:0019636	"renal agenesis, unilateral"	1	5	2	0	2	0
MONDO:0015707	"DNA repair defect other than combined T-cell and B-cell immunodeficiencies"	0	1	1	0	1	0
MONDO:0022529	"BK-virus nephropathy"	0	5	1	0	1	1
MONDO:0021400	"polyp of colon"	1	4	2	0	2	1
MONDO:0044992	"mouth mucosa disease"	1	2	1	0	1	1
MONDO:0021462	"benign neoplasm of rectum"	1	4	2	0	2	1
MONDO:0006618	"vibratory urticaria"	1	9	2	0	2	0
MONDO:0000854	"obsolete Stickler syndrome"	0	0	0	0	0	0
MONDO:0000475	"obsolete pyrimidine metabolic disorder"	0	0	0	0	0	0
MONDO:0000927	"asymptomatic neurosyphilis"	0	6	1	0	1	0
MONDO:0009097	"persistent hyperplastic primary vitreous, autosomal recessive"	1	3	1	0	1	1
MONDO:0010050	"spastic pseudosclerosis"	0	3	1	0	1	0
MONDO:0008433	"small cell lung carcinoma"	1	12	6	0	6	1
MONDO:0011268	"renal tubular acidosis, distal, autosomal recessive"	0	2	1	0	1	0
MONDO:0013133	"melanoma, cutaneous malignant, susceptibility to, 5"	0	1	1	0	1	1
MONDO:0014053	"stomatin-like protein-2, hyperphosphorylation of"	0	1	1	0	1	0
MONDO:0004737	"homocystinuria (disease)"	1	7	2	0	2	1
MONDO:0000100	"obsolete trichorhinophalangeal syndrome"	0	0	0	0	0	0
MONDO:0020462	"tarsal kink syndrome"	1	2	1	0	1	0
MONDO:0003328	"fallopian tube adenomatoid tumor"	1	3	1	0	1	1
MONDO:0017852	"infantile spasms-broad thumbs syndrome"	1	4	1	0	1	0
MONDO:0044745	"nervous system injury"	1	2	1	0	1	1
MONDO:0013352	"intellectual disability-severe speech delay-mild dysmorphism syndrome"	1	7	3	0	3	0
MONDO:0013564	"anhaptoglobinemia"	0	2	1	0	1	0
MONDO:0054736	"mosaic variegated aneuploidy syndrome 3"	0	1	1	0	1	0
MONDO:0001963	"obsolete cerebral degeneration disease"	0	0	0	0	0	0
MONDO:0014243	"Prader-Willi syndrome due to point mutation"	0	5	2	0	2	0
MONDO:0001891	"obsolete malignant anus melanoma"	0	0	0	0	0	0
MONDO:0020686	"acute adenoiditis"	1	4	2	0	2	1
MONDO:0043678	"chromosome inversion"	1	2	1	0	1	0
MONDO:0010844	"epiphyseal dysplasia, multiple, 2"	1	5	1	0	1	1
MONDO:0008132	"optic atrophy with demyelinating disease of CNS"	0	3	1	0	1	0
MONDO:0018538	"inherited digestive cancer-predisposing syndrome"	0	2	1	0	1	1
MONDO:0015558	"isolated bone marrow mastocytosis"	0	2	1	0	1	0
MONDO:0011126	"acute insulin response"	0	2	1	0	1	0
MONDO:0002522	"tenosynovial giant cell tumor"	1	8	3	0	3	1
MONDO:0005187	"human herpesvirus 8 infection"	1	3	2	0	2	1
MONDO:0004521	"adult epithelioid sarcoma"	1	3	1	0	1	1
MONDO:0004064	"iris melanoma"	1	4	2	0	2	1
MONDO:0014962	"intellectual disability, autosomal recessive 57"	1	2	1	0	1	1
MONDO:0054561	"anauxetic dysplasia 2"	0	1	1	0	1	0
MONDO:0002609	"obsolete gangliosidosis GM1"	0	0	0	0	0	0
MONDO:0054665	"pituitary adenoma 3, multiple types"	0	2	1	0	1	0
MONDO:0009835	"subacute sclerosing panencephalitis"	1	11	4	0	4	0
MONDO:0015899	"obsolete rare primary hyperaldosteronism"	1	1	0	0	0	0
MONDO:0017416	"postpoliomyelitis syndrome"	1	8	3	0	3	0
MONDO:0004143	"psammomatous meningioma"	1	5	2	0	2	0
MONDO:0002608	"obsolete gangliosidosis GM2"	0	0	0	0	0	0
MONDO:0022609	"bronchial adenomas/carcinoids childhood"	0	2	0	0	0	0
MONDO:0013674	"neurodegeneration with brain iron accumulation 4"	1	8	3	0	3	1
MONDO:0012070	"autosomal dominant Charcot-Marie-Tooth disease type 2G"	1	7	3	0	3	0
MONDO:0016219	"dysmorphism-pectus carinatum-joint laxity syndrome"	1	4	1	0	1	0
MONDO:0008426	"Shprintzen-Goldberg syndrome"	1	7	4	0	4	0
MONDO:0013584	"hereditary sensory neuropathy-deafness-dementia syndrome"	1	8	2	0	2	0
MONDO:0008149	"osteogenesis imperfecta with opalescent teeth, blue sclerae and wormian bones but without fractures"	1	5	1	0	1	0
MONDO:0018781	"KID syndrome"	1	9	3	0	3	0
MONDO:0019509	"cutaneous leukocytoclastic angiitis"	1	6	3	0	3	0
MONDO:0006363	"peritoneal multicystic mesothelioma"	1	7	4	0	4	0
MONDO:0012926	"amelogenesis imperfecta hypomaturation type 2A2"	1	5	1	0	1	1
MONDO:0007449	"dermo-odonto dysplasia"	1	8	3	0	3	0
MONDO:0013765	"coronary heart disease, susceptibility to, 6"	1	1	1	0	1	1
MONDO:0007219	"brachydactyly type A6"	1	8	3	0	3	0
MONDO:0019596	"46,XY disorder of sex development due to testicular steroidogenesis defect"	0	3	1	0	1	0
MONDO:0015992	"obsolete progressive cone dystrophy"	0	0	0	0	0	0
MONDO:0042499	"benign familial neonatal-infantile seizures 1"	0	2	1	0	1	0
MONDO:0008535	"telangiectasia, hereditary hemorrhagic, of Rendu, Osler, and Weber"	0	6	1	0	1	0
MONDO:0014453	"immunodeficiency 36"	0	2	1	0	1	0
MONDO:0003571	"labyrinthine dysfunction"	0	10	1	0	1	0
MONDO:0032662	"intellectual developmental disorder, autosomal recessive 67"	0	1	1	0	1	0
MONDO:0003854	"obsolete tibial adamantinoma"	0	0	0	0	0	0
MONDO:0018142	"pyruvate carboxylase deficiency, severe neonatal type"	1	3	1	0	1	0
MONDO:0002534	"fallopian tube papilloma"	1	3	1	0	1	1
MONDO:0009063	"ventriculomegaly-cystic kidney disease"	0	3	2	0	2	0
MONDO:0005968	"sporotrichosis"	1	16	3	0	3	0
MONDO:0022608	"brittle bone syndrome lethal type"	0	1	0	0	0	0
MONDO:0011299	"Huntington disease-like 1"	1	6	2	0	2	1
MONDO:0005702	"obsolete chromoblastomycosis"	1	0	0	0	0	0
MONDO:0004162	"uterine corpus cellular leiomyoma"	1	3	1	0	1	1
MONDO:0001567	"nephrocalcinosis"	1	7	2	0	2	0
MONDO:0004240	"posterior urethra cancer"	1	3	1	0	1	0
MONDO:0011249	"torsion dystonia with onset in infancy"	1	5	1	0	1	0
MONDO:0004405	"Barrett adenocarcinoma"	1	5	3	0	3	0
MONDO:0008288	"popliteal cyst"	1	4	2	0	2	0
MONDO:0003991	"villoglandular endometrial endometrioid adenocarcinoma"	1	3	1	0	1	0
MONDO:0008259	"familial spontaneous pneumothorax"	1	9	3	0	3	0
MONDO:0007215	"brachydactyly type A1"	1	7	2	0	2	0
MONDO:0017956	"mixed autoinflammatory and autoimmune syndrome"	0	2	1	0	1	0
MONDO:0012448	"hereditary spastic paraplegia 33"	1	4	1	0	1	1
MONDO:0013249	"autosomal recessive nonsyndromic deafness 84A"	1	4	1	0	1	1
MONDO:0054549	"peroxisome biogenesis disorder 10b"	0	1	1	0	1	0
MONDO:0032610	"mitochondrial complex 1 deficiency, nuclear type 5"	0	1	1	0	1	0
MONDO:0008046	"autosomal dominant myoglobinuria"	1	6	3	0	3	1
MONDO:0017819	"atypical dentin dysplasia due to SMOC2 deficiency"	0	3	1	0	1	0
MONDO:0003129	"epithelial predominant pulmonary blastoma"	1	3	1	0	1	0
MONDO:0008618	"mesomelic dwarfism, Reinhardt-Pfeiffer type"	1	7	3	0	3	0
MONDO:0012795	"hypophosphatemic rickets and hyperparathyroidism"	0	3	1	0	1	0
MONDO:0012921	"type 1 diabetes mellitus 22"	1	5	1	0	1	1
MONDO:0001191	"hirudiniasis"	1	5	1	0	1	1
MONDO:0012920	"type 1 diabetes mellitus 21"	1	5	1	0	1	0
MONDO:0012738	"long QT syndrome 11"	1	6	1	0	1	1
MONDO:0008638	"varicose disease"	1	10	3	0	3	1
MONDO:0005437	"testicular dysgenesis syndrome"	1	3	2	0	2	0
MONDO:0012737	"long QT syndrome 10"	1	6	1	0	1	1
MONDO:0011553	"autosomal recessive nonsyndromic deafness 26"	1	5	1	0	1	0
MONDO:0032831	"pontocerebellar hypoplasia, type 13"	0	1	1	0	1	0
MONDO:0044321	"structural heart defects and renal anomalies syndrome"	0	2	1	0	1	0
MONDO:0010041	"Charlevoix-Saguenay spastic ataxia"	1	8	3	0	3	0
MONDO:0000396	"spastic cerebral palsy"	1	5	2	0	2	0
MONDO:0001597	"submandibular gland disease"	1	3	0	0	0	1
MONDO:0001793	"excessive tearing"	1	9	1	0	1	0
MONDO:0000761	"syndrome caused by partial chromosomal deletion"	0	1	0	0	0	0
MONDO:0005742	"emphysematous cholecystitis"	1	6	3	0	3	0
MONDO:0018481	"undifferentiated carcinoma of esophagus"	1	11	2	0	2	1
MONDO:0017024	"secondary interstitial lung disease specific to childhood associated with a metabolic disease"	0	2	1	0	1	0
MONDO:0010378	"X-linked hereditary sensory and autonomic neuropathy with deafness"	1	8	3	0	3	0
MONDO:0000525	"cecum villous adenoma"	1	4	2	0	2	1
MONDO:0010027	"free sialic acid storage disease, infantile form"	0	6	3	0	3	0
MONDO:0005413	"cystic fibrosis associated meconium ileus"	1	1	1	0	1	0
MONDO:0023002	"double discordia"	0	1	0	0	0	0
MONDO:0010134	"Pendred syndrome"	1	9	4	0	4	0
MONDO:0030059	"epileptic encephalopathy, early infantile, 87"	0	1	1	0	1	0
MONDO:0018302	"acquired kinky hair syndrome"	1	3	1	0	1	0
MONDO:0009446	"ichthyosis-intellectual disability-dwarfism-renal impairment syndrome"	1	5	2	0	2	0
MONDO:0015358	"hereditary motor and sensory neuropathy"	1	6	2	0	2	0
MONDO:0010491	"X-linked acrogigantism due to Xq26 microduplication"	0	6	3	0	3	0
MONDO:0016125	"infectious, fungal or parasitic myopathy"	0	2	1	0	1	1
MONDO:0009858	"Pfeiffer-Palm-Teller syndrome"	1	7	3	0	3	0
MONDO:0017155	"pulmonary arterial hypertension associated with schistosomiasis"	1	6	3	0	3	0
MONDO:0011213	"Pierpont syndrome"	1	4	2	0	2	0
MONDO:0024557	"ataxia-telangiectasia-like disorder 1"	1	2	1	0	1	1
MONDO:0045060	"intraductal cribriform breast adenocarcinoma"	1	3	1	0	1	1
