cls	clsLabel	numSuperCls
MONDO:0004483	"thyroid gland oncocytic adenoma"	2
MONDO:0010487	"intellectual disability, X-linked 99"	1
CHEBI:35358	"sulfonamide"	3
MONDO:0012275	"fetal valproate syndrome"	2
MONDO:0016851	"maternal uniparental disomy of chromosome X"	2
HP:0010980	"Hyperlipoproteinemia"	1
MONDO:0000284	"Hantavirus hemorrhagic fever with renal syndrome, Puumala virus type"	2
http://identifiers.org/hgnc/16429	"LIAS"	1
MONDO:0020627	"epileptic encephalopathy, infantile or early childhood"	2
MONDO:0001323	"infant gynecomastia"	1
MONDO:0003376	"mediastinum leiomyosarcoma"	2
MONDO:0018189	"autosomal recessive cerebellar ataxia - pyramidal signs - nystagmus - oculomotor apraxia syndrome"	2
MONDO:0008966	"Aagenaes syndrome"	3
GO:0045984	"negative regulation of pyrimidine nucleobase metabolic process"	3
http://identifiers.org/hgnc/6701	"LRPAP1"	1
UBERON:0003312	"mesenchyme of testis"	1
FOODON:03460111	"food treatment process"@en	1
MONDO:0014037	"spermatogenic failure 11"	1
MONDO:0017824	"familial isolated pituitary adenoma"	3
MONDO:0001314	"chondrocalcinosis"	3
CHEBI:60643	"NMDA receptor antagonist"	1
http://identifiers.org/hgnc/14881	"ZEB2"	1
NBO:0000130	"liquid consumption"	1
MONDO:0019430	"X-linked intellectual disability-ataxia-apraxia syndrome"	2
MONDO:0008854	"Bardet-Biedl syndrome 1"	1
PATO:0001580	"increased contractility"	2
HP:0009968	"Partial duplication of the distal phalanx of the 3rd finger"	3
HP:0011283	"Abnormal metencephalon morphology"	1
MONDO:0014813	"hypomyelinating leukodystrophy 13"	1
UBERON:0004478	"musculature of larynx"	2
MONDO:0011813	"polydactyly, postaxial, type A3"	1
http://identifiers.org/hgnc/26661	"RNF168"	1
http://identifiers.org/hgnc/8846	"PER2"	1
GO:1904228	"positive regulation of glycogen synthase activity, transferring glucose-1-phosphate"	2
MONDO:0010955	"ectodermal dysplasia with intellectual disability and syndactyly"	1
http://identifiers.org/hgnc/8847	"PER3"	1
GO:0007565	"female pregnancy"	2
MONDO:0008170	"ovarian cancer"	2
MONDO:0010286	"syndromic X-linked intellectual disability Siderius type"	3
MONDO:0004450	"carotid artery occlusion"	2
MONDO:0700259	"RNASEH2A-related type 1 interferonopathy"	2
MONDO:0002211	"B cell deficiency"	3
MONDO:0008624	"Upington disease"	2
HP:0012555	"Absent nail of hallux"	1
http://identifiers.org/hgnc/19102	"RIGI"	1
MONDO:0005272	"myelodysplastic syndrome with single lineage dysplasia"	1
UBERON:0004534	"right testis"	2
MONDO:0007763	"nonpapillary renal cell carcinoma"	1
MONDO:0032653	"cardiac-urogenital syndrome"	1
HP:0410280	"Pediatric onset"	1
HP:0000223	"Abnormality of taste sensation"	2
MONDO:0100495	"autosomal recessive distal titinopathy"	1
http://identifiers.org/hgnc/6005	"IL21"	1
MONDO:0011563	"fibromatosis, gingival, 2"	1
GO:0170038	"proteinogenic amino acid biosynthetic process"	3
MONDO:0850345	"lung pleomorphic carcinoma"	2
MONDO:0005765	"foot and mouth disease"	3
GO:0008228	"opsonization"	2
MONDO:0024379	"circadian rhythm sleep disorder, irregular sleep wake type"	1
http://identifiers.org/hgnc/2195	"COL18A1"	1
UBERON:0035551	"deep vasculature"	1
UBERON:0003829	"urethra muscle tissue"	2
MONDO:0600001	"glutaminase deficiency"	1
UBERON:0005855	"lumbar spinal cord ventral column"	1
MONDO:0018459	"isolated glycerol kinase deficiency"	1
MONDO:0009144	"Ebstein anomaly"	1
MONDO:0000903	"myoclonus-dystonia syndrome"	1
MONDO:0001949	"acute thyroiditis"	2
MONDO:0009688	"myasthenia gravis"	1
MONDO:0100542	"clonal hematopoiesis"	1
MONDO:0008154	"osteomas of mandible"	2
CL:1000497	"kidney cell"	1
MONDO:0850149	"nephroma"	1
CHEBI:35701	"ester"	1
MONDO:0002387	"liver angiosarcoma"	3
MONDO:0014749	"tooth agenesis, selective, 7"	1
MONDO:0003840	"epicardium lipoma"	2
UBERON:0001648	"vestibulocochlear nerve"	2
UBERON:0005619	"secondary palatal shelf"	2
CL:0002594	"smooth muscle cell of the umbilical artery"	1
PATO:0000025	"composition"	1
MONDO:1010114	"phenylketonuria, non-human animal"	1
MONDO:0021576	"fallopian tube endometrioid tumor"	2
MONDO:0054862	"premature ovarian failure 15"	2
UBERON:0013700	"axial musculature"	1
HP:3000064	"Abnormality of intrinsic muscle of tongue"	1
UBERON:0034764	"remnant of cardiac valve"	3
UBERON:0004212	"glomerular capillary"	1
MONDO:0012922	"pyloric stenosis, infantile hypertrophic, 5"	1
UBERON:0036291	"myocardium of anterior wall of right ventricle"	1
UBERON:0034722	"mouth roof taste bud"	1
MONDO:0009036	"cardiocranial syndrome, Pfeiffer type"	2
UBERON:0010948	"cleidooccipital muscle"	2
UBERON:0010983	"levator scapulae pre-muscle mass"	2
MONDO:0023178	"fragile X syndrome type 1"	1
MONDO:0017800	"pseudo-Meigs syndrome"	1
UBERON:0001193	"hepatic artery"	1
ECTO:7000101	"exposure to bagasse"	1
UBERON:0018226	"pulmonary part of lymphatic system"	2
MONDO:0020516	"thymic neuroendocrine carcinoma"	3
ECTO:9000273	"exposure to peptide hormone"	1
MONDO:0004953	"invasive ductal breast carcinoma"	2
ECTO:9000475	"exposure to L-dopa"	3
MONDO:0007631	"chromosome 16p12.1 deletion syndrome, 520kb"	3
GO:0045124	"regulation of bone resorption"	1
MONDO:0001818	"facial neuralgia"	2
MONDO:0011802	"hypercalciuria, absorptive, 1"	1
HP:0012128	"Basal ganglia necrosis"	1
MONDO:0044304	"hyperphenylalaninemia due to DNAJC12 deficiency"	2
MONDO:0012987	"agammaglobulinemia 6, autosomal recessive"	1
UBERON:0002020	"gray matter"	1
CHEBI:35705	"immunosuppressive agent"	1
http://identifiers.org/hgnc/8101	"OCA2"	1
MONDO:0013266	"intellectual disability, autosomal dominant 20"	1
UBERON:0014950	"layer of developing cerebral cortex"	1
MONDO:0006163	"colorectal serrated adenocarcinoma"	1
MONDO:0015515	"carnitine palmitoyltransferase II deficiency"	1
UBERON:5003624	"manual digit 4 plus metapodial segment"	2
HP:0100400	"Duplication of the distal phalanx of the 5th toe"	2
MONDO:1012126	"immunodeficiency disease, domestic cat"	1
MONDO:0022975	"diaphragmatic agenesis radial aplasia omphalocele"	1
MONDO:0033492	"Coffin-Siris syndrome 6"	2
MONDO:0015739	"adult-onset nemaline myopathy"	5
MONDO:0001986	"Argyll Robertson pupil"	1
MONDO:0023179	"fragile X syndrome type 2"	1
UBERON:0005669	"peritoneal cavity mesothelium"	1
MONDO:0017297	"chronic lymphocytic inflammation with pontine perivascular enhancement responsive to steroids"	1
GO:0001912	"positive regulation of leukocyte mediated cytotoxicity"	3
MONDO:0010444	"X-linked dyserythropoetic anemia with abnormal platelets and neutropenia"	2
HP:0006462	"Generalized bone demineralization"	1
MONDO:1012166	"mitral valve disease, dog"	1
MONDO:0032809	"hepatitis, fulminant viral, susceptibility to"	1
MONDO:0011888	"immunodeficiency 67"	1
UBERON:0008962	"forelimb bone"	3
HP:0003187	"Breast hypoplasia"	1
ECTO:4000003	"exposure to decreased salt"	1
HP:0008773	"Aplasia/Hypoplasia of the middle ear"	2
MONDO:0054697	"immunodeficiency 11b with atopic dermatitis"	1
MONDO:0003348	"conventional leiomyosarcoma"	1
MONDO:0018003	"limbic encephalitis with DPP6 antibodies"	1
http://identifiers.org/hgnc/30858	"EFTUD2"	1
MONDO:0012912	"pseudopseudohypoparathyroidism"	3
UBERON:0003933	"cranial cartilage"	1
HP:0000834	"Abnormality of the adrenal glands"	1
MONDO:0009703	"myopathy with abnormal lipid metabolism"	2
UBERON:0001893	"telencephalon"	1
MONDO:1010594	"hyperthyroidism, domestic guinea pig"	1
MONDO:0004985	"bipolar disorder"	1
MONDO:0030697	"myopia 28, autosomal recessive"	1
MONDO:0020713	"pulmonary venoocclusive disease 1"	1
MONDO:0022648	"cardiomyopathy and deafness due to tRNA lysine gene mutation"	1
HP:0004397	"Ectopic anus"	1
GO:0043255	"regulation of carbohydrate biosynthetic process"	2
MONDO:0015285	"Carney complex"	1
GO:0016825	"hydrolase activity, acting on acid phosphorus-nitrogen bonds"	1
MONDO:1012338	"reduced glutathione deficiency, goat"	1
NCBITaxon:227984	"SARS coronavirus Tor2"	1
GO:0007147	"female meiosis II"	2
http://identifiers.org/hgnc/23573	"MORC2"	1
MONDO:0019339	"47,XYY syndrome"	2
http://identifiers.org/hgnc/18971	"AP1S3"	1
http://identifiers.org/hgnc/9802	"RAC2"	1
MONDO:0000681	"tactile agnosia"	2
MONDO:0020569	"intermediate DEND syndrome"	1
HP:0009967	"Complete duplication of the proximal phalanx of the 3rd finger"	3
http://identifiers.org/hgnc/13486	"USP27X"	1
GO:0030057	"desmosome"	1
NCBITaxon:36086	"Trichuris"	1
MONDO:0011396	"loricrin keratoderma"	1
HP:0002195	"Dysgenesis of the cerebellar vermis"	1
GO:0097708	"intracellular vesicle"	2
HP:0009408	"Aplasia/Hypoplasia of the phalanges of the 4th finger"	2
http://identifiers.org/hgnc/8574	"PAFAH1B1"	1
CHEBI:36820	"ring assembly"	1
UBERON:0001576	"intrinsic muscle of tongue"	2
MONDO:0004367	"petroclival meningioma"	1
MONDO:0016260	"uterine corpus rhabdomyosarcoma"	3
MONDO:0859614	"diffuse low-grade glioma, MAPK pathway–altered"	1
MONDO:0011370	"Stargardt disease 4"	1
http://identifiers.org/hgnc/19104	"NPHP4"	1
MONDO:0035819	"cerebellar hypoplasia-intellectual disability-congenital microcephaly-dystonia-anemia-growth retardation syndrome"	1
http://identifiers.org/hgnc/2745	"DDX3X"	1
MONDO:0007721	"hiatus hernia"	1
GO:1905214	"regulation of RNA binding"	1
CL:0010022	"cardiac neuron"	1
HP:0001371	"Flexion contracture"	1
GO:0006974	"DNA damage response"	1
MONDO:0004884	"eye degenerative disorder"	2
MONDO:0013277	"developmental and epileptic encephalopathy, 5"	2
MONDO:0001442	"dysthymic disorder"	1
MONDO:0700258	"RNASEH2C-related type 1 interferonopathy"	2
MONDO:0012130	"myofibrillar myopathy 2"	1
HP:0000059	"Hypoplastic labia majora"	2
MONDO:0000596	"paraphilic disorder"	1
NCBITaxon:942	"Anaplasmataceae"	1
HP:0000717	"Autism"	1
HP:0009496	"Small epiphyses of the 2nd finger"	2
UBERON:0003561	"forebrain dura mater"	2
MONDO:0001534	"ocular hyperemia"	1
NCBITaxon:555407	"Centramoebida"	1
UBERON:0001305	"ovarian follicle"	2
HP:0002188	"Delayed CNS myelination"	2
MONDO:0002185	"hyperostosis"	1
MONDO:0008920	"carnitine deficiency, myopathic"	1
MONDO:0015194	"sideroblastic anemia"	1
UBERON:0004770	"articular system"	1
MONDO:0007199	"blepharochalasis, superior"	1
HP:0100543	"Cognitive impairment"	1
UBERON:0002458	"spinal artery"	1
MONDO:0008642	"VACTERL/vater association"	1
CL:0000242	"Merkel cell"	3
UBERON:0005269	"renal cortex vein"	2
MONDO:0016011	"fetal alcohol syndrome"	3
MONDO:0006561	"eyelid hypopigmentation"	1
CHEBI:39745	"dihydrogenphosphate"	2
HP:0004905	"Reduced circulating vitamin A concentration"	1
MONDO:0002420	"tic disorder"	1
MONDO:0005613	"mesonephric adenocarcinoma"	1
HP:0030191	"Abnormal peripheral nervous system synaptic transmission"	1
MONDO:0044704	"oropharynx squamous cell carcinoma"	2
ENVO:09000016	"concentration of nitrogen atom in environmental material"	1
MONDO:1010008	"atherosclerosis, non-human animal"	1
MONDO:0013059	"Aicardi-Goutieres syndrome 5"	2
CL:0019017	"lymphatic vessel smooth muscle cell"@en	1
FOODON:03411213	"nut producing plant"@en	1
MONDO:0009623	"Nijmegen breakage syndrome"	4
MONDO:0019454	"myelodysplastic syndrome with excess blasts"	2
MONDO:0000261	"adenoiditis"	2
UBERON:0004698	"vena cava endothelium"	1
http://identifiers.org/hgnc/1630	"CD151"	1
MONDO:0022786	"cleft palate colobomata radial synostosis deafness"	1
http://identifiers.org/hgnc/7576	"MYH6"	1
MONDO:0100478	"brain malformations with or without urinary tract defects"	2
http://identifiers.org/hgnc/7577	"MYH7"	1
FOODON:00004328	"organism piece"@en	1
MONDO:0017775	"melioidosis"	2
MONDO:1010299	"osteochondrosis, non-human animal"	1
MONDO:0002537	"inverted papilloma"	1
HP:0100379	"Aplasia of the distal phalanx of the 4th toe"	3
MONDO:0009140	"Silverman-Handmaker type dyssegmental dysplasia"	2
http://identifiers.org/hgnc/7572	"MYH2"	1
CL:0000811	"CD8-positive, alpha-beta thymocyte"	2
http://identifiers.org/hgnc/7573	"MYH3"	1
http://identifiers.org/hgnc/7578	"MYH8"	1
HP:0100099	"Abnormality of the epiphysis of the proximal phalanx of the 5th toe"	1
http://identifiers.org/hgnc/9075	"SERPINF2"	1
UBERON:0034729	"sympathetic nerve"	1
HP:0006491	"Abnormal tibial metaphysis morphology"	2
MONDO:1010432	"atherosclerosis, pig"	1
HP:0009400	"Pseudoepiphyses of the 4th finger"	2
MONDO:1010862	"lysosomal storage disease, cattle"	1
ECTO:9000021	"exposure to alkali metal salt"	1
MONDO:0001618	"balanoposthitis"	2
http://identifiers.org/hgnc/2867	"DHODH"	1
MONDO:0020337	"congenital dyserythropoietic anemia type 1"	2
MONDO:0001546	"hypermobility of coccyx"	1
MONDO:1010498	"atrial fibrillation, dog"	1
MONDO:0017454	"triphalangeal thumb-polysyndactyly syndrome"	1
GO:0051931	"regulation of sensory perception"	1
HP:0040068	"Abnormality of limb bone"	2
HP:0200017	"Cerebral white matter agenesis"	1
http://identifiers.org/hgnc/10701	"SEC23A"	1
MONDO:0012344	"Alzheimer disease 11"	1
MONDO:0001168	"spastic hemiplegia"	1
MONDO:0002836	"urethra transitional cell carcinoma"	2
HP:0004007	"Sclerotic radial epiphyses"	1
MONDO:0000577	"congenital anemia"	2
MONDO:0010480	"anemia, nonspherocytic hemolytic, due to G6PD deficiency"	3
http://identifiers.org/hgnc/16902	"BCKDK"	1
MONDO:0004983	"spermatogenic failure"	2
http://identifiers.org/ncbigene/100526136	"NF1"	1
http://identifiers.org/hgnc/11115	"KDM5D"	1
MONDO:0008758	"mitochondrial DNA depletion syndrome 4a"	5
http://identifiers.org/hgnc/9644	"PTPN11"	1
MONDO:0007293	"leukocyte adhesion deficiency 1"	1
UBERON:0002061	"truncus arteriosus"	3
MONDO:0044308	"bardet-biedl syndrome 21"	1
MONDO:0018274	"GM3 synthase deficiency"	3
GO:0006281	"DNA repair"	2
MONDO:0004201	"pituitary hypoplasia"	1
MONDO:0000978	"extrahepatic bile duct lipoma"	2
HP:0001605	"Vocal cord paralysis"	2
http://identifiers.org/hgnc/9647	"PTPN14"	1
GO:0051356	"visual perception involved in equilibrioception"	1
HP:0008055	"Aplasia/Hypoplasia affecting the uvea"	2
MONDO:0011302	"type 1 diabetes mellitus 17"	1
MONDO:0000133	"immunodeficiency-centromeric instability-facial anomalies syndrome"	2
MONDO:0007848	"autosomal dominant keratitis"	3
MONDO:1012123	"congenital hypotrichosis with thymic aplasia, domestic cat"	1
GO:0045980	"negative regulation of nucleotide metabolic process"	4
MONDO:0800402	"TRPM1-related retinopathy"	1
http://identifiers.org/hgnc/10702	"SEC23B"	1
MONDO:0003173	"brain stem astrocytic neoplasm"	2
UBERON:0014720	"interlobar duct"	1
MONDO:0004710	"uterus carcinoma in situ"	2
MONDO:0023513	"Jeune syndrome situs inversus"	1
http://identifiers.org/hgnc/11114	"KDM5C"	1
MONDO:0010917	"chondrocalcinosis 1"	1
ECTO:9001935	"exposure to oxidising agent"	1
MONDO:0007393	"cranioacrofacial syndrome"	1
UBERON:0003416	"mesenchyme of tongue"	1
MONDO:1011529	"histiocytosis, pig"	1
MONDO:0009546	"macrosomia adiposa congenita"	1
http://identifiers.org/hgnc/9462	"PRPS1"	1
MONDO:0001842	"uterine corpus dissecting leiomyoma"	1
GO:0014003	"oligodendrocyte development"	1
HP:0008401	"Onychogryposis of toenails"	1
CHEBI:8386	"pregnane"	1
UBERON:0006553	"renal duct"	1
MONDO:0012389	"myopia 12, autosomal dominant"	1
CL:0010008	"cardiac endothelial cell"	2
MONDO:0017239	"familial progressive hyper- and hypopigmentation"	1
HP:0005999	"Ureteral atresia"	1
MONDO:0010241	"congenital stationary night blindness 2A"	2
CHEBI:35508	"steroid fundamental parent"	2
MONDO:0054602	"gaze palsy, familial horizontal, with progressive scoliosis, 2"	1
MONDO:0001183	"contact lens corneal edema"	1
MONDO:0018271	"peripheral primitive neuroectodermal tumor"	3
MONDO:0030870	"premature ovarian failure 17"	1
UBERON:0015144	"autopod hair"	1
CHR:9606-chr13q14	"13q14 (Human)"	1
MONDO:1010433	"atrial septal defect, koala"	1
UBERON:0002365	"exocrine gland"	1
http://identifiers.org/hgnc/20372	"NDUFB11"	1
HP:0001642	"Pulmonic stenosis"	1
MONDO:0011407	"facial paresis, hereditary congenital, 2"	1
MONDO:0001046	"imperforate anus"	2
MONDO:0003234	"optic nerve astrocytoma"	3
MONDO:1012221	"portosystemic hepatic encephalopathy, dog"	1
MONDO:0008582	"tooth and nail syndrome"	1
MONDO:0009433	"hypoplastic left heart syndrome 1"	1
MONDO:0017592	"staphylococcal toxemia"	1
UBERON:0009631	"root of lumbar spinal nerve"	1
HP:0031826	"Abnormal reflex"	1
MONDO:0024284	"demodicidosis of sebaceous gland"	3
MONDO:0020599	"acquired coagulation factor deficiency"	1
UBERON:0035828	"right adrenal gland medulla"	1
MONDO:0859008	"neurofibromatosis/schwannomatosis"	1
UBERON:0003038	"thoracic spinal cord"	1
MONDO:0042498	"Ruzicka-Goerz-Anton syndrome"	1
UBERON:0003643	"respiratory system arterial blood vessel"	2
CHEBI:76807	"EC 3.5.1.* (non-peptide linear amide C-N hydrolase) inhibitor"	1
NBO:0000141	"food preference"	1
CL:0002625	"seminiferous tubule epithelial cell"	2
MONDO:0017315	"short stature-webbed neck-heart disease syndrome"	1
http://identifiers.org/hgnc/20207	"B3GLCT"	1
MONDO:0016213	"leukonychia totalis-acanthosis-nigricans-like lesions-abnormal hair syndrome"	1
http://identifiers.org/hgnc/21575	"AHI1"	1
MONDO:0004993	"carcinoma"	2
GO:0045786	"negative regulation of cell cycle"	2
MONDO:0009567	"Marinesco-Sjogren syndrome"	2
MONDO:0004065	"intermediate cell type choroid melanoma"	2
CL:0002320	"connective tissue cell"	1
HP:0000692	"Tooth malposition"	1
CL:0002584	"renal cortical epithelial cell"	2
GO:0002335	"mature B cell differentiation"	1
CHEBI:24020	"fat-soluble vitamin (role)"	1
GO:1905216	"positive regulation of RNA binding"	2
GO:0016614	"oxidoreductase activity, acting on CH-OH group of donors"	1
UBERON:0003469	"respiratory system artery"	2
MONDO:0001172	"salpingo-oophoritis"	2
CL:0002202	"epithelial cell of tracheobronchial tree"	1
MONDO:0008208	"patella, familial recurrent dislocation of"	1
MONDO:0001613	"vertebrobasilar insufficiency"	1
HP:0008216	"Adrenal gland dysgenesis"	1
http://identifiers.org/hgnc/3689	"FGFR2"	1
MONDO:0011130	"sebaceous gland hyperplasia, familial presenile"	1
CHEBI:77974	"food packaging gas"	1
MONDO:0013968	"PGM1-congenital disorder of glycosylation"	3
CHEBI:33675	"p-block molecular entity"	1
MONDO:0032880	"developmental and epileptic encephalopathy, 82"	1
MONDO:0001136	"chylocele of tunica vaginalis"	1
MONDO:0000554	"endocervical adenocarcinoma"	2
UBERON:0007280	"presumptive endocardium"	1
MONDO:1012463	"hemangiosarcoma, cattle"	1
MONDO:0006199	"endometrial undifferentiated carcinoma"	2
http://identifiers.org/hgnc/19189	"DOCK6"	1
MONDO:0030270	"lymphatic malformation 9"	1
HP:0005233	"Hypoplasia of the gallbladder"	1
MONDO:0006081	"anal melanoma"	2
MONDO:0009006	"complement component 2 deficiency"	2
MONDO:0007772	"pseudohypoaldosteronism type 2A"	1
MONDO:0010780	"mitochondrial myopathy with reversible cytochrome C oxidase deficiency"	1
MONDO:1010985	"hydrocephalus, domestic cat"	1
MONDO:0001703	"color vision disorder"	1
MONDO:0012111	"hypertrophic cardiomyopathy 8"	1
FOODON:03420293	"fruit core (anatomical part)"@en	1
MONDO:0019333	"autosomal recessive hyperinsulinism due to SUR1 deficiency"	2
UBERON:0004204	"outer medullary collecting duct"	1
MONDO:0100073	"methicillin-resistant staphylococcus aureus infectious disease"	1
http://identifiers.org/hgnc/7460	"MT-ND4L"	1
CHEBI:63470	"sulfur-containing amino-acid anion"	1
NCBITaxon:2169971	"Visna-maedi virus"	1
MONDO:0001279	"intraspinal meningioma"	1
MONDO:0100513	"TRAF3 haploinsufficiency"	1
http://identifiers.org/hgnc/16391	"CARD9"	1
GO:0043031	"negative regulation of macrophage activation"	2
NCBITaxon:9606	"Homo sapiens"	1
MONDO:0017792	"7p22.1 microduplication syndrome"	4
MONDO:0002368	"papillary serous cystadenocarcinoma"	2
http://identifiers.org/hgnc/2211	"COL6A1"	1
MONDO:0030827	"macrothrombocytopenia, isolated, 2, autosomal dominant"	2
MONDO:0011250	"microcephaly, macrotia, and intellectual disability"	1
UBERON:0003714	"neural tissue"	1
MONDO:0018375	"traumatic avascular necrosis"	1
MONDO:0031009	"Glanzmann thrombasthenia 2"	1
