?mondo_class	?label	?mondo_subclass	?subClassOf_source	?xref
MONDO:0002656	skin carcinoma	MONDO:0021634	NCIT:C4914	NCIT:C4914
MONDO:0002656	skin carcinoma	MONDO:0004993	NCIT:C4914	NCIT:C4914
MONDO:0002656	skin carcinoma	MONDO:0002898	NCIT:C4914	NCIT:C4914
MONDO:0021527	benign neoplasm of meninges	MONDO:0016743	NCIT:C4957	NCIT:C4957
MONDO:0003249	pineal gland cancer	MONDO:0021232	NCIT:C3573	NCIT:C3573
MONDO:0003249	pineal gland cancer	MONDO:0021232	NCIT:C3573	NCIT:C6965
MONDO:0003249	pineal gland cancer	MONDO:0021232	NCIT:C3573	NCIT:C3328
MONDO:0024677	pancreatic insulinoma	MONDO:0023206	NCIT:C95598	NCIT:C95598
MONDO:0024677	pancreatic insulinoma	MONDO:0005048	NCIT:C95598	NCIT:C95598
MONDO:0003982	bilateral breast carcinoma	MONDO:0004989	NCIT:C8287	NCIT:C8287
MONDO:0004949	neoplasm of mature B-cells	MONDO:0004095	NCIT:C27910	NCIT:C3209
MONDO:0004949	neoplasm of mature B-cells	MONDO:0004095	NCIT:C27910	NCIT:C27910
MONDO:0004949	neoplasm of mature B-cells	MONDO:0004095	NCIT:C27910	NCIT:C3457
MONDO:0002383	Pacinian tumor	MONDO:0016755	NCIT:C4328	NCIT:C4328
MONDO:0001939	skin epithelioid hemangioma	MONDO:0003110	NCIT:C7393	NCIT:C7393
MONDO:0001939	skin epithelioid hemangioma	MONDO:0021169	NCIT:C7393	NCIT:C7393
MONDO:0021486	benign neoplasm of ciliary body	MONDO:0021229	NCIT:C4779	NCIT:C4779
MONDO:0003761	leptomeningeal melanoma	MONDO:0003762	NCIT:C5317	NCIT:C5317
MONDO:0003414	skin pilomatrix carcinoma	MONDO:0006973	NCIT:C4114	NCIT:C4114
MONDO:0006133	cervical adenoid cystic carcinoma	MONDO:0004971	NCIT:C6346	NCIT:C6346
MONDO:0004446	olfactory groove meningioma	MONDO:0002997	NCIT:C6771	NCIT:C6771
MONDO:0001990	malignant cardiac peripheral nerve sheath neoplasm	MONDO:0017827	NCIT:C5367	NCIT:C5367
MONDO:0001990	malignant cardiac peripheral nerve sheath neoplasm	MONDO:0003354	NCIT:C5367	NCIT:C5367
MONDO:0005004	clear cell adenocarcinoma	MONDO:0004970	NCIT:C3766	NCIT:C4156
MONDO:0005004	clear cell adenocarcinoma	MONDO:0004970	NCIT:C3766	NCIT:C4072
MONDO:0005004	clear cell adenocarcinoma	MONDO:0004970	NCIT:C3766	NCIT:C3766
MONDO:0005004	clear cell adenocarcinoma	MONDO:0004970	NCIT:C3766	NCIT:C36815
MONDO:0018515	squamous cell carcinoma of rectum	MONDO:0006165	NCIT:C5554	NCIT:C5554
MONDO:0018515	squamous cell carcinoma of rectum	MONDO:0044937	NCIT:C5554	NCIT:C5554
MONDO:0000503	lung adenocarcinoma in situ	MONDO:0005061	NCIT:C136486	NCIT:C8748
MONDO:0000503	lung adenocarcinoma in situ	MONDO:0005061	NCIT:C136486	NCIT:C136486
MONDO:0000503	lung adenocarcinoma in situ	MONDO:0003218	NCIT:C136486	NCIT:C8748
MONDO:0000503	lung adenocarcinoma in situ	MONDO:0003218	NCIT:C136486	NCIT:C136486
MONDO:0044912	metastatic malignant neoplasm in the spinal cord	MONDO:0003544	NCIT:C4585	NCIT:C4585
MONDO:0016095	vaginal rhabdomyosarcoma	MONDO:0005212	NCIT:C128080	NCIT:C128080
MONDO:0016095	vaginal rhabdomyosarcoma	MONDO:0002140	NCIT:C128080	NCIT:C128080
MONDO:0004611	soft palate cancer	MONDO:0004608	NCIT:C3529	NCIT:C3529
MONDO:0020641	respiratory tract neoplasm	MONDO:0005087	NCIT:C3355	NCIT:C3355
MONDO:0024341	retinal cell neoplasm	MONDO:0021231	NCIT:C7061	NCIT:C7061
MONDO:0001014	chronic leukemia	MONDO:0005059	NCIT:C3483	NCIT:C3483
MONDO:0002455	exocervical carcinoma	MONDO:0005131	NCIT:C7453	NCIT:C7453
MONDO:0018079	thymic epithelial neoplasm	MONDO:0005626	NCIT:C6450	NCIT:C6450
MONDO:0018079	thymic epithelial neoplasm	MONDO:0005197	NCIT:C6450	NCIT:C6450
MONDO:0003258	hobnail hemangioma	MONDO:0006500	NCIT:C27506	NCIT:C27506
MONDO:0002878	uterine corpus adenosarcoma	MONDO:0002879	NCIT:C6336	NCIT:C6336
MONDO:0002878	uterine corpus adenosarcoma	MONDO:0005636	NCIT:C6336	NCIT:C6336
MONDO:0003824	hereditary kidney oncocytoma	MONDO:0003825	NCIT:C8960	NCIT:C8960
MONDO:0036591	adrenal cortex neoplasm	MONDO:0021227	NCIT:C2858	NCIT:C2858
MONDO:0003445	extrahepatic bile duct adenoma	MONDO:0006108	NCIT:C5857	NCIT:C5857
MONDO:0004397	benign mediastinal psammomatous neurilemmoma	MONDO:0004398	NCIT:C6636	NCIT:C6636
MONDO:0005636	adenosarcoma	MONDO:0001416	NCIT:C9474	NCIT:C9474
MONDO:0005636	adenosarcoma	MONDO:0005853	NCIT:C9474	NCIT:C9474
MONDO:0017827	malignant peripheral nerve sheath tumor	MONDO:0002547	NCIT:C3798	NCIT:C3798
MONDO:0017827	malignant peripheral nerve sheath tumor	MONDO:0021089	NCIT:C3798	NCIT:C3798
MONDO:0021253	gallbladder neoplasm	MONDO:0002514	NCIT:C3048	NCIT:C3048
MONDO:0021253	gallbladder neoplasm	MONDO:0005281	NCIT:C3048	NCIT:C3048
MONDO:0003826	mediastinum seminoma	MONDO:0006298	NCIT:C6812	NCIT:C6812
MONDO:0003826	mediastinum seminoma	MONDO:0003668	NCIT:C6812	NCIT:C6812
MONDO:0004150	breast giant fibroadenoma	MONDO:0002056	NCIT:C4273	NCIT:C4273
MONDO:0003762	malignant leptomeningeal tumor	MONDO:0021322	NCIT:C8506	NCIT:C8506
MONDO:0021487	benign neoplasm of choroid	MONDO:0021258	NCIT:C3625	NCIT:C3625
MONDO:0006134	cervical adenosquamous carcinoma	MONDO:0006074	NCIT:C4519	NCIT:C4519
MONDO:0003983	synchronous bilateral breast carcinoma	MONDO:0003982	NCIT:C40370	NCIT:C40370
MONDO:0044913	metastatic malignant neoplasm in the eye	MONDO:0002236	NCIT:C4586	NCIT:C4586
MONDO:0044913	metastatic malignant neoplasm in the eye	MONDO:0024880	NCIT:C4586	NCIT:C4586
MONDO:0001991	malignant cardiac germ cell tumor	MONDO:0003113	NCIT:C5371	NCIT:C5371
MONDO:0001991	malignant cardiac germ cell tumor	MONDO:0020589	NCIT:C5371	NCIT:C5371
MONDO:0001991	malignant cardiac germ cell tumor	MONDO:0001340	NCIT:C5371	NCIT:C5371
MONDO:0005005	clear cell renal carcinoma	MONDO:0005004	NCIT:C4033	NCIT:C4033
MONDO:0005005	clear cell renal carcinoma	MONDO:0005549	NCIT:C4033	NCIT:C4033
MONDO:0016096	malignant non-dysgerminomatous germ cell tumor of ovary	MONDO:0021656	NCIT:C102870	NCIT:C102870
MONDO:0016096	malignant non-dysgerminomatous germ cell tumor of ovary	MONDO:0003408	NCIT:C102870	NCIT:C102870
MONDO:0021652	diffuse type adenocarcinoma	MONDO:0004970	NCIT:C4127	NCIT:C4127
MONDO:0004142	lung combined large cell neuroendocrine carcinoma	MONDO:0003960	NCIT:C7267	NCIT:C7267
MONDO:0004142	lung combined large cell neuroendocrine carcinoma	MONDO:0006167	NCIT:C7267	NCIT:C7267
MONDO:0003281	ovarian cystic teratoma	MONDO:0002379	NCIT:C7283	NCIT:C7283
MONDO:0001841	uterine corpus epithelioid leiomyoma	MONDO:0007886	NCIT:C40164	NCIT:C40164
MONDO:0021431	squamous cell carcinoma of buccal mucosa	MONDO:0004645	NCIT:C4040	NCIT:C4040
MONDO:0021431	squamous cell carcinoma of buccal mucosa	MONDO:0004958	NCIT:C4040	NCIT:C4040
MONDO:0020644	lung non-Hodgkin lymphoma	MONDO:0003987	NCIT:C5684	NCIT:C5684
MONDO:0020644	lung non-Hodgkin lymphoma	MONDO:0018908	NCIT:C5684	NCIT:C5684
MONDO:0021089	peripheral nervous system cancer	MONDO:0005872	NCIT:C4961	NCIT:C4961
MONDO:0021089	peripheral nervous system cancer	MONDO:0001406	NCIT:C4961	NCIT:C4961
MONDO:0002879	uterine body mixed cancer	MONDO:0016255	NCIT:C6311	NCIT:C6311
MONDO:0002879	uterine body mixed cancer	MONDO:0005853	NCIT:C6311	NCIT:C6311
MONDO:0003825	kidney oncocytoma	MONDO:0002513	NCIT:C4526	NCIT:C4526
MONDO:0003825	kidney oncocytoma	MONDO:0010795	NCIT:C4526	NCIT:C4526
MONDO:0003825	kidney oncocytoma	MONDO:0036976	NCIT:C4526	NCIT:C4526
MONDO:0002092	small intestine leiomyoma	MONDO:0021501	NCIT:C7725	NCIT:C7725
MONDO:0004398	mediastinal schwannoma	MONDO:0003098	NCIT:C6643	NCIT:C6643
MONDO:0004398	mediastinal schwannoma	MONDO:0003098	NCIT:C6643	NCIT:C6625
MONDO:0004398	mediastinal schwannoma	MONDO:0004820	NCIT:C6643	NCIT:C6643
MONDO:0004398	mediastinal schwannoma	MONDO:0004820	NCIT:C6643	NCIT:C6625
MONDO:0004398	mediastinal schwannoma	MONDO:0021521	NCIT:C6643	NCIT:C6643
MONDO:0004398	mediastinal schwannoma	MONDO:0021521	NCIT:C6643	NCIT:C6625
MONDO:0021254	corpus uteri neoplasm	MONDO:0021353	NCIT:C6300	NCIT:C6300
MONDO:0005858	mucinous cystadenocarcinoma	MONDO:0005596	NCIT:C3776	NCIT:C3776
MONDO:0005858	mucinous cystadenocarcinoma	MONDO:0004957	NCIT:C3776	NCIT:C3776
MONDO:0004643	myeloid leukemia	MONDO:0005059	NCIT:C3172	NCIT:C3172
MONDO:0003320	blastema predominant kidney Wilms tumor	MONDO:0019004	NCIT:C9147	NCIT:C9147
MONDO:0021459	benign neoplasm of esophagus	MONDO:0000385	NCIT:C3598	NCIT:C3598
MONDO:0021459	benign neoplasm of esophagus	MONDO:0021355	NCIT:C3598	NCIT:C3598
MONDO:0002990	benign deep fibrous histiocytoma	MONDO:0002989	NCIT:C6492	NCIT:C6492
MONDO:0006312	myofibroma	MONDO:0003342	NCIT:C7052	NCIT:C7052
MONDO:0004448	frontal sinus inverted papilloma	MONDO:0003752	NCIT:C6842	NCIT:C6842
MONDO:0006493	Warthin tumor	MONDO:0036976	NCIT:C2854	NCIT:C2854
MONDO:0004320	adult infiltrating astrocytic neoplasm	MONDO:0002503	NCIT:C8289	NCIT:C8289
MONDO:0021488	benign neoplasm of lacrimal gland	MONDO:0021222	NCIT:C3621	NCIT:C3621
MONDO:0006135	cervical clear cell adenocarcinoma	MONDO:0005004	NCIT:C6344	NCIT:C6344
MONDO:0006343	ovarian transitional cell carcinoma	MONDO:0006474	NCIT:C5240	NCIT:C7280
MONDO:0006343	ovarian transitional cell carcinoma	MONDO:0006474	NCIT:C5240	NCIT:C40089
MONDO:0006343	ovarian transitional cell carcinoma	MONDO:0006474	NCIT:C5240	NCIT:C5240
MONDO:0006343	ovarian transitional cell carcinoma	MONDO:0005140	NCIT:C5240	NCIT:C7280
MONDO:0006343	ovarian transitional cell carcinoma	MONDO:0005140	NCIT:C5240	NCIT:C40089
MONDO:0006343	ovarian transitional cell carcinoma	MONDO:0005140	NCIT:C5240	NCIT:C5240
MONDO:0001634	bladder leiomyoma	MONDO:0000384	NCIT:C6178	NCIT:C6178
MONDO:0001634	bladder leiomyoma	MONDO:0001572	NCIT:C6178	NCIT:C6178
MONDO:0003834	gastric cardia carcinoma	MONDO:0004950	NCIT:C6794	NCIT:C6794
MONDO:0007576	esophageal cancer	MONDO:0002516	NCIT:C7478	NCIT:C3535
MONDO:0007576	esophageal cancer	MONDO:0002516	NCIT:C7478	NCIT:C3533
MONDO:0007576	esophageal cancer	MONDO:0002516	NCIT:C7478	NCIT:C4764
MONDO:0007576	esophageal cancer	MONDO:0002516	NCIT:C7478	NCIT:C7478
MONDO:0007576	esophageal cancer	MONDO:0002516	NCIT:C7478	NCIT:C3534
MONDO:0007576	esophageal cancer	MONDO:0002516	NCIT:C7478	NCIT:C3028
MONDO:0007576	esophageal cancer	MONDO:0021355	NCIT:C7478	NCIT:C3535
MONDO:0007576	esophageal cancer	MONDO:0021355	NCIT:C7478	NCIT:C3533
MONDO:0007576	esophageal cancer	MONDO:0021355	NCIT:C7478	NCIT:C4764
MONDO:0007576	esophageal cancer	MONDO:0021355	NCIT:C7478	NCIT:C7478
MONDO:0007576	esophageal cancer	MONDO:0021355	NCIT:C7478	NCIT:C3534
MONDO:0007576	esophageal cancer	MONDO:0021355	NCIT:C7478	NCIT:C3028
MONDO:0001992	rete testis adenocarcinoma	MONDO:0004970	NCIT:C8955	NCIT:C8955
MONDO:0001992	rete testis adenocarcinoma	MONDO:0003562	NCIT:C8955	NCIT:C8955
MONDO:0005006	clear cell sarcoma of kidney	MONDO:0002930	NCIT:C4264	NCIT:C4264
MONDO:0002387	liver angiosarcoma	MONDO:0002397	NCIT:C4438	NCIT:C4438
MONDO:0002387	liver angiosarcoma	MONDO:0002405	NCIT:C4438	NCIT:C4438
MONDO:0002574	prostate embryonal rhabdomyosarcoma	MONDO:0006389	NCIT:C5525	NCIT:C5525
MONDO:0002574	prostate embryonal rhabdomyosarcoma	MONDO:0009993	NCIT:C5525	NCIT:C5525
MONDO:0002795	adult central nervous system primitive neuroectodermal neoplasm	MONDO:0000640	NCIT:C5411	NCIT:C5411
MONDO:0001842	uterine corpus dissecting leiomyoma	MONDO:0007886	NCIT:C40172	NCIT:C40172
MONDO:0003447	clear cell hidradenoma	MONDO:0003426	NCIT:C7567	NCIT:C7567
MONDO:0003447	clear cell hidradenoma	MONDO:0002805	NCIT:C7567	NCIT:C7567
MONDO:0002424	rectosigmoid carcinoma	MONDO:0002425	NCIT:C7421	NCIT:C7421
MONDO:0016787	epithelioid trophoblastic tumor	MONDO:0018944	NCIT:C6900	NCIT:C6900
MONDO:0002093	acanthoma	MONDO:0024666	NCIT:C7419	NCIT:C7419
MONDO:0016262	leiomyosarcoma of the corpus uteri	MONDO:0005058	NCIT:C6340	NCIT:C6340
MONDO:0016262	leiomyosarcoma of the corpus uteri	MONDO:0005210	NCIT:C6340	NCIT:C6340
MONDO:0036688	rhabdomyoma	MONDO:0003061	NCIT:C3358	NCIT:C3358
MONDO:0021458	benign neoplasm of penis	MONDO:0000625	NCIT:C3489	NCIT:C3489
MONDO:0021458	benign neoplasm of penis	MONDO:0006895	NCIT:C3489	NCIT:C3489
MONDO:0024857	immature extragonadal teratoma	MONDO:0024746	NCIT:C8884	NCIT:C8884
MONDO:0004457	maxillary sinus Schneiderian papilloma	MONDO:0006353	NCIT:C6839	NCIT:C6839
MONDO:0004457	maxillary sinus Schneiderian papilloma	MONDO:0021484	NCIT:C6839	NCIT:C6839
MONDO:0005061	lung adenocarcinoma	MONDO:0005233	NCIT:C3512	NCIT:C27745
MONDO:0005061	lung adenocarcinoma	MONDO:0005233	NCIT:C3512	NCIT:C3512
MONDO:0003321	hereditary Wilms tumor	MONDO:0019004	NCIT:C8496	NCIT:C8496
MONDO:0003649	esophageal neuroendocrine tumor	MONDO:0000386	NCIT:C95616	NCIT:C5821
MONDO:0003649	esophageal neuroendocrine tumor	MONDO:0000386	NCIT:C95616	NCIT:C95616
MONDO:0002991	adenocarcinofibroma	MONDO:0005853	NCIT:C40035	NCIT:C40035
MONDO:0002178	placenta cancer	MONDO:0021218	NCIT:C3555	NCIT:C3555
MONDO:0003124	testicular Leydig cell tumor	MONDO:0003125	NCIT:C6356	NCIT:C6356
MONDO:0003124	testicular Leydig cell tumor	MONDO:0006266	NCIT:C6356	NCIT:C6356
MONDO:0006500	hemangioma	MONDO:0024286	NCIT:C3085	NCIT:C3085
MONDO:0004152	chronic lymphocytic leukemia/small lymphocytic lymphoma with immunoglobulin heavy chain variable-region gene somatic hypermutation	MONDO:0003864	NCIT:C37201	NCIT:C37201
MONDO:0003985	chest wall lymphoma	MONDO:0021323	NCIT:C6712	NCIT:C6712
MONDO:0003985	chest wall lymphoma	MONDO:0021323	NCIT:C6712	NCIT:C4580
MONDO:0001400	schwannoma of ureter	MONDO:0001398	NCIT:C6162	NCIT:C6162
MONDO:0001400	schwannoma of ureter	MONDO:0004820	NCIT:C6162	NCIT:C6162
MONDO:0005092	signet ring cell carcinoma	MONDO:0004970	NCIT:C3774	NCIT:C3774
MONDO:0002583	mucinous ovarian cystadenoma	MONDO:0006859	NCIT:C4512	NCIT:C4512
MONDO:0002583	mucinous ovarian cystadenoma	MONDO:0005183	NCIT:C4512	NCIT:C4512
MONDO:0004321	endometrial mixed adenocarcinoma	MONDO:0005461	NCIT:C40153	NCIT:C40153
MONDO:0004449	intraductal breast myoepitheliosis	MONDO:0004262	NCIT:C40387	NCIT:C40387
MONDO:0003573	pleomorphic carcinoma	MONDO:0006406	NCIT:C4094	NCIT:C4094
MONDO:0001635	bladder squamous papilloma	MONDO:0000384	NCIT:C39834	NCIT:C39834
MONDO:0003835	gastric cardia adenocarcinoma	MONDO:0003834	NCIT:C5247	NCIT:C5247
MONDO:0021489	benign neoplasm of sweat gland	MONDO:0002381	NCIT:C4879	NCIT:C4879
MONDO:0003189	middle ear adenocarcinoma	MONDO:0004970	NCIT:C6848	NCIT:C6848
MONDO:0003189	middle ear adenocarcinoma	MONDO:0003190	NCIT:C6848	NCIT:C6848
MONDO:0005007	colon mucinous adenocarcinoma	MONDO:0002271	NCIT:C7966	NCIT:C7966
MONDO:0003419	Bartholin gland adenoma	MONDO:0002198	NCIT:C40299	NCIT:C40299
MONDO:0003419	Bartholin gland adenoma	MONDO:0036976	NCIT:C40299	NCIT:C40299
MONDO:0003419	Bartholin gland adenoma	MONDO:0004972	NCIT:C40299	NCIT:C40299
MONDO:0002796	melanotic medulloblastoma	MONDO:0007959	NCIT:C9497	NCIT:C9497
MONDO:0000625	benign male reproductive system neoplasm	MONDO:0000383	NCIT:C4777	NCIT:C4777
MONDO:0000402	small cell carcinoma	MONDO:0002120	NCIT:C3915	NCIT:C3915
MONDO:0000402	small cell carcinoma	MONDO:0002120	NCIT:C3915	NCIT:C4099
MONDO:0006344	ovarian yolk sac tumor	MONDO:0016096	NCIT:C8107	NCIT:C8107
MONDO:0006344	ovarian yolk sac tumor	MONDO:0005744	NCIT:C8107	NCIT:C8107
MONDO:0002271	colon adenocarcinoma	MONDO:0005008	NCIT:C4349	NCIT:C4349
MONDO:0002271	colon adenocarcinoma	MONDO:0002032	NCIT:C4349	NCIT:C4349
MONDO:0002961	large cell acanthoma	MONDO:0002093	NCIT:C27518	NCIT:C27518
MONDO:0004330	leptomeningeal sarcoma	MONDO:0004308	NCIT:C8312	NCIT:C8312
MONDO:0004330	leptomeningeal sarcoma	MONDO:0003762	NCIT:C8312	NCIT:C8312
MONDO:0003890	infiltrating bladder urothelial carcinoma	MONDO:0005611	NCIT:C27885	NCIT:C27885
MONDO:0003890	infiltrating bladder urothelial carcinoma	MONDO:0040678	NCIT:C27885	NCIT:C27885
MONDO:0004458	bladder mixed adenocarcinoma	MONDO:0002751	NCIT:C39839	NCIT:C39839
MONDO:0005062	lymphoma	MONDO:0005157	NCIT:C3208	NCIT:C3208
MONDO:0005062	lymphoma	MONDO:0005157	NCIT:C3208	NCIT:C7065
MONDO:0004645	cheek mucosa cancer	MONDO:0005515	NCIT:C9320	NCIT:C9320
MONDO:0004645	cheek mucosa cancer	MONDO:0021241	NCIT:C9320	NCIT:C9320
MONDO:0002425	rectosigmoid junction cancer	MONDO:0002423	NCIT:C7420	NCIT:C7420
MONDO:0002740	uterine ligament mucinous adenocarcinoma	MONDO:0002741	NCIT:C40137	NCIT:C40137
MONDO:0003322	epithelial predominant Wilms' tumor	MONDO:0019004	NCIT:C9146	NCIT:C9146
MONDO:0003751	childhood germ cell tumor	MONDO:0021079	NCIT:C7928	NCIT:C7928
MONDO:0003751	childhood germ cell tumor	MONDO:0005040	NCIT:C7928	NCIT:C7928
MONDO:0024470	benign chondrogenic neoplasm	MONDO:0024469	NCIT:C8592	NCIT:C8592
MONDO:0004153	childhood central nervous system embryonal carcinoma	MONDO:0003750	NCIT:C6208	NCIT:C6208
MONDO:0004153	childhood central nervous system embryonal carcinoma	MONDO:0018843	NCIT:C6208	NCIT:C6208
MONDO:0016710	medulloblastoma with extensive nodularity	MONDO:0007959	NCIT:C5407	NCIT:C5407
MONDO:0016255	uterine corpus mixed epithelial and mesenchymal neoplasm	MONDO:0021254	NCIT:C40181	NCIT:C40181
MONDO:0016255	uterine corpus mixed epithelial and mesenchymal neoplasm	MONDO:0021043	NCIT:C40181	NCIT:C40181
MONDO:0004322	non-gestational ovarian choriocarcinoma	MONDO:0003507	NCIT:C39991	NCIT:C39991
MONDO:0003574	external ear cancer	MONDO:0021235	NCIT:C4653	NCIT:C4653
MONDO:0003574	external ear cancer	MONDO:0003277	NCIT:C4653	NCIT:C4653
MONDO:0002805	hidradenoma	MONDO:0021110	NCIT:C7563	NCIT:C7563
MONDO:0002805	hidradenoma	MONDO:0021110	NCIT:C7563	NCIT:C7560
MONDO:0003836	malignant thyroid stimulating hormone producing neoplasm of pituitary gland	MONDO:0003837	NCIT:C5965	NCIT:C5965
MONDO:0000624	benign female reproductive system neoplasm	MONDO:0021148	NCIT:C4934	NCIT:C4934
MONDO:0000624	benign female reproductive system neoplasm	MONDO:0000383	NCIT:C4934	NCIT:C4934
MONDO:0005008	colorectal adenocarcinoma	MONDO:0004970	NCIT:C5105	NCIT:C5105
MONDO:0005008	colorectal adenocarcinoma	MONDO:0024331	NCIT:C5105	NCIT:C5105
MONDO:0002797	childhood medulloblastoma	MONDO:0007959	NCIT:C3997	NCIT:C3997
MONDO:0002797	childhood medulloblastoma	MONDO:0003263	NCIT:C3997	NCIT:C3997
MONDO:0003284	mediastinum leiomyoma	MONDO:0001572	NCIT:C6598	NCIT:C6598
MONDO:0006345	palmar fibromatosis	MONDO:0016037	NCIT:C3469	NCIT:C3469
MONDO:0008274	polyostotic fibrous dysplasia	MONDO:0000845	NCIT:C34610	NCIT:C34610
MONDO:0002576	embryonal extrahepatic bile duct rhabdomyosarcoma	MONDO:0009993	NCIT:C5847	NCIT:C5847
MONDO:0002576	embryonal extrahepatic bile duct rhabdomyosarcoma	MONDO:0002577	NCIT:C5847	NCIT:C5847
MONDO:0002962	epidermolytic acanthoma	MONDO:0002093	NCIT:C27516	NCIT:C27516
MONDO:0021657	ovarian sex cord-stromal tumor	MONDO:0006055	NCIT:C4862	NCIT:C4862
MONDO:0021657	ovarian sex cord-stromal tumor	MONDO:0021068	NCIT:C4862	NCIT:C4862
MONDO:0011927	tufted angioma	MONDO:0003110	NCIT:C4487	NCIT:C4487
MONDO:0003379	rectum leiomyosarcoma	MONDO:0002168	NCIT:C5549	NCIT:C5549
MONDO:0004481	pancreatic intraductal papillary-mucinous neoplasm with an associated invasive carcinoma	MONDO:0004286	NCIT:C5726	NCIT:C5726
MONDO:0004481	pancreatic intraductal papillary-mucinous neoplasm with an associated invasive carcinoma	MONDO:0006047	NCIT:C5726	NCIT:C5726
MONDO:0004459	bladder hepatoid adenocarcinoma	MONDO:0002751	NCIT:C39838	NCIT:C39838
MONDO:0004459	bladder hepatoid adenocarcinoma	MONDO:0006243	NCIT:C39838	NCIT:C39838
MONDO:0000919	ampulla of vater cancer	MONDO:0000921	NCIT:C3536	NCIT:C3536
MONDO:0005063	medullary breast carcinoma	MONDO:0004953	NCIT:C9119	NCIT:C9119
MONDO:0002649	scrotum Paget disease	MONDO:0002650	NCIT:C7728	NCIT:C7728
MONDO:0002426	lung sarcoma	MONDO:0008903	NCIT:C4860	NCIT:C4860
MONDO:0002426	lung sarcoma	MONDO:0018078	NCIT:C4860	NCIT:C4860
MONDO:0020649	warty carcinoma of the penis	MONDO:0020656	NCIT:C6981	NCIT:C6981
MONDO:0006230	gastric squamous cell carcinoma	MONDO:0004950	NCIT:C5475	NCIT:C5475
MONDO:0006230	gastric squamous cell carcinoma	MONDO:0005096	NCIT:C5475	NCIT:C5475
MONDO:0004008	flat ductal epithelial atypia	MONDO:0004007	NCIT:C36086	NCIT:C36086
MONDO:0045060	intraductal cribriform breast adenocarcinoma	MONDO:0005023	NCIT:C5138	NCIT:C5138
MONDO:0002095	vascular cancer	MONDO:0021080	NCIT:C8538	NCIT:C5348
MONDO:0002095	vascular cancer	MONDO:0021080	NCIT:C8538	NCIT:C5388
MONDO:0002095	vascular cancer	MONDO:0021080	NCIT:C8538	NCIT:C5383
MONDO:0002095	vascular cancer	MONDO:0021080	NCIT:C8538	NCIT:C7388
MONDO:0002095	vascular cancer	MONDO:0021080	NCIT:C8538	NCIT:C5380
MONDO:0002095	vascular cancer	MONDO:0021080	NCIT:C8538	NCIT:C8538
MONDO:0002095	vascular cancer	MONDO:0021080	NCIT:C8538	NCIT:C7390
MONDO:0000970	breast lipoma	MONDO:0000620	NCIT:C4647	NCIT:C4647
MONDO:0000970	breast lipoma	MONDO:0005106	NCIT:C4647	NCIT:C4647
MONDO:0004331	bladder urachal adenocarcinoma	MONDO:0003715	NCIT:C39843	NCIT:C39843
MONDO:0004331	bladder urachal adenocarcinoma	MONDO:0002751	NCIT:C39843	NCIT:C39843
MONDO:0006053	renal leiomyoma	MONDO:0002513	NCIT:C159209	NCIT:C159209
MONDO:0006053	renal leiomyoma	MONDO:0001572	NCIT:C159209	NCIT:C159209
MONDO:0003891	bladder signet ring cell adenocarcinoma	MONDO:0002751	NCIT:C6163	NCIT:C6163
MONDO:0003891	bladder signet ring cell adenocarcinoma	MONDO:0005092	NCIT:C6163	NCIT:C6163
MONDO:0015075	thyroid gland carcinoma	MONDO:0002108	NCIT:C4815	NCIT:C4815
MONDO:0016711	desmoplastic/nodular medulloblastoma	MONDO:0007959	NCIT:C4956	NCIT:C4956
MONDO:0020550	gestational choriocarcinoma	MONDO:0018944	NCIT:C4646	NCIT:C4646
MONDO:0020550	gestational choriocarcinoma	MONDO:0005207	NCIT:C4646	NCIT:C4646
MONDO:0003752	frontal sinus Schneiderian papilloma	MONDO:0021483	NCIT:C6837	NCIT:C6837
MONDO:0003752	frontal sinus Schneiderian papilloma	MONDO:0006353	NCIT:C6837	NCIT:C6837
MONDO:0002619	bone fibrosarcoma	MONDO:0021054	NCIT:C6604	NCIT:C6604
MONDO:0002619	bone fibrosarcoma	MONDO:0005164	NCIT:C6604	NCIT:C6604
MONDO:0024744	childhood choroid plexus neoplasm	MONDO:0016717	NCIT:C42080	NCIT:C42080
MONDO:0002806	bronchogenic carcinoma	MONDO:0005138	NCIT:C35875	NCIT:C35875
MONDO:0003987	lung lymphoma	MONDO:0008903	NCIT:C4794	NCIT:C4794
MONDO:0001402	vaginal cancer	MONDO:0001416	NCIT:C7410	NCIT:C3437
MONDO:0001402	vaginal cancer	MONDO:0001416	NCIT:C7410	NCIT:C7410
MONDO:0001402	vaginal cancer	MONDO:0021050	NCIT:C7410	NCIT:C3437
MONDO:0001402	vaginal cancer	MONDO:0021050	NCIT:C7410	NCIT:C7410
MONDO:0005094	hemangiopericytoma	MONDO:0002789	NCIT:C3087	NCIT:C3087
MONDO:0005094	hemangiopericytoma	MONDO:0002789	NCIT:C3087	NCIT:C27263
MONDO:0003050	lung large cell carcinoma	MONDO:0005232	NCIT:C4450	NCIT:C4450
MONDO:0003050	lung large cell carcinoma	MONDO:0005233	NCIT:C4450	NCIT:C4450
MONDO:0003839	ovarian mucinous adenocarcinofibroma	MONDO:0002991	NCIT:C40034	NCIT:C40034
MONDO:0003839	ovarian mucinous adenocarcinofibroma	MONDO:0024282	NCIT:C40034	NCIT:C40034
