category	mondo_id	term_label	suspect_synonym	closest_correct	match	edit
UK_US_SPELLING	MONDO:0005918	placenta praevia	placenta praevia	placenta previa	synonym	edit1
UK_US_SPELLING	MONDO:0007382	Ramos-Arroyo syndrome	congenital corneal anaesthesia with retinal abnormalities, deafness, unusual facies, persistent ductus arteriosus, and intellectual disability	congenital corneal anesthesia with retinal abnormalities, deafness, unusual facies, persistent ductus arteriosus, and intellectual disability	synonym	edit1
UK_US_SPELLING	MONDO:0007382	Ramos-Arroyo syndrome	congenital corneal anaesthesia with retinal abnormalities, deafness, unusual facies, persistent ductus arteriosus, and mental retardation	congenital corneal anesthesia with retinal abnormalities, deafness, unusual facies, persistent ductus arteriosus, and mental retardation	synonym	edit1
UK_US_SPELLING	MONDO:0007382	Ramos-Arroyo syndrome	congenital corneal anesthesia with retinal abnormalities, deafness, unusual facies, persistent ductus arteriosus, and intellectual disability	congenital corneal anaesthesia with retinal abnormalities, deafness, unusual facies, persistent ductus arteriosus, and intellectual disability	synonym	edit1
UK_US_SPELLING	MONDO:0800042	restrictive dermopathy 1	fetal hypokinesia sequence due to restrictive dermopathy	foetal hypokinesia sequence due to restrictive dermopathy	synonym	edit1
UK_US_SPELLING	MONDO:0800042	restrictive dermopathy 1	foetal hypokinesia sequence due to restrictive dermopathy	fetal hypokinesia sequence due to restrictive dermopathy	synonym	edit1
UK_US_SPELLING	MONDO:0019978	Robinow syndrome	fetal face syndrome	foetal face syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0019978	Robinow syndrome	foetal face syndrome	fetal face syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0100121	SCN4A-related myopathy, autosomal recessive	congenital myopathy with severe fetal hypokinesia	congenital myopathy with severe foetal hypokinesia	synonym	edit1
UK_US_SPELLING	MONDO:0100121	SCN4A-related myopathy, autosomal recessive	congenital myopathy with severe foetal hypokinesia	congenital myopathy with severe fetal hypokinesia	synonym	edit1
UK_US_SPELLING	MONDO:0014886	severe growth deficiency-strabismus-extensive dermal melanocytosis-intellectual disability syndrome	neurodevelopmental disorder with microcephaly and gray sclerae	neurodevelopmental disorder with microcephaly and grey sclerae	synonym	edit1
UK_US_SPELLING	MONDO:0014886	severe growth deficiency-strabismus-extensive dermal melanocytosis-intellectual disability syndrome	neurodevelopmental disorder with microcephaly and grey sclerae	neurodevelopmental disorder with microcephaly and gray sclerae	synonym	edit1
UK_US_SPELLING	MONDO:0018767	severe primary trimethylaminuria	fish odor syndrome	fish odour syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0018767	severe primary trimethylaminuria	fish odour syndrome	fish odor syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0009477	Stromme syndrome	lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome	lethal foetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0009477	Stromme syndrome	lethal foetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome	lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0018034	thalidomide embryopathy	fetal thalidomide syndrome	foetal thalidomide syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0018034	thalidomide embryopathy	foetal thalidomide syndrome	fetal thalidomide syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0004460	thyroid gland fetal adenoma	thyroid fetal adenoma	thyroid foetal adenoma	synonym	edit1
UK_US_SPELLING	MONDO:0004460	thyroid gland fetal adenoma	thyroid foetal adenoma	thyroid fetal adenoma	synonym	edit1
UK_US_SPELLING	MONDO:0001252	toxic multinodular goitre	Toxic goiter	Toxic goitre	synonym	edit1
UK_US_SPELLING	MONDO:0001252	toxic multinodular goitre	Toxic goitre	Toxic goiter	synonym	edit1
UK_US_SPELLING	MONDO:0001252	toxic multinodular goitre	toxic nodular goiter	toxic nodular goitre	synonym	edit1
UK_US_SPELLING	MONDO:0001252	toxic multinodular goitre	toxic nodular goitre	toxic nodular goiter	synonym	edit1
UK_US_SPELLING	MONDO:0011182	trimethylaminuria	fish odour syndrome	fish odor syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0019805	twin to twin transfusion syndrome	fetal transfusion syndrome	foetal transfusion syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0019805	twin to twin transfusion syndrome	foetal transfusion syndrome	fetal transfusion syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016010	vitamin K-antagonist embryofetopathy	fetal anticoagulant syndrome	foetal anticoagulant syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016010	vitamin K-antagonist embryofetopathy	fetal Coumadin syndrome	foetal Coumadin syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016010	vitamin K-antagonist embryofetopathy	fetal warfarin syndrome	foetal warfarin syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016010	vitamin K-antagonist embryofetopathy	foetal anticoagulant syndrome	fetal anticoagulant syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016010	vitamin K-antagonist embryofetopathy	foetal Coumadin syndrome	fetal Coumadin syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0016010	vitamin K-antagonist embryofetopathy	foetal warfarin syndrome	fetal warfarin syndrome	synonym	edit1
UK_US_SPELLING	MONDO:0004860	vitreous disorder	disease of vitreous humor	disease of vitreous humour	synonym	edit1
UK_US_SPELLING	MONDO:0004860	vitreous disorder	disease of vitreous humour	disease of vitreous humor	synonym	edit1
UK_US_SPELLING	MONDO:0004860	vitreous disorder	disease or disorder of vitreous humor	disease or disorder of vitreous humour	synonym	edit1
UK_US_SPELLING	MONDO:0004860	vitreous disorder	disease or disorder of vitreous humour	disease or disorder of vitreous humor	synonym	edit1
UK_US_SPELLING	MONDO:0004860	vitreous disorder	disorder of vitreous humor	disorder of vitreous humour	synonym	edit1
UK_US_SPELLING	MONDO:0004860	vitreous disorder	disorder of vitreous humour	disorder of vitreous humor	synonym	edit1
UK_US_SPELLING	MONDO:0004860	vitreous disorder	vitreous humor disease	vitreous humour disease	synonym	edit1
UK_US_SPELLING	MONDO:0004860	vitreous disorder	vitreous humor disease or disorder	vitreous humour disease or disorder	synonym	edit1
UK_US_SPELLING	MONDO:0004860	vitreous disorder	vitreous humour disease	vitreous humor disease	synonym	edit1
UK_US_SPELLING	MONDO:0004860	vitreous disorder	vitreous humour disease or disorder	vitreous humor disease or disorder	synonym	edit1
UK_US_SPELLING	MONDO:0017292	well-differentiated fetal adenocarcinoma of the lung	fetal adenocarcinoma	foetal adenocarcinoma	synonym	edit1
UK_US_SPELLING	MONDO:0017292	well-differentiated fetal adenocarcinoma of the lung	fetal lung adenocarcinoma	foetal lung adenocarcinoma	synonym	edit1
UK_US_SPELLING	MONDO:0017292	well-differentiated fetal adenocarcinoma of the lung	foetal adenocarcinoma	fetal adenocarcinoma	synonym	edit1
UK_US_SPELLING	MONDO:0017292	well-differentiated fetal adenocarcinoma of the lung	foetal lung adenocarcinoma	fetal lung adenocarcinoma	synonym	edit1
UK_US_SPELLING	MONDO:0017292	well-differentiated fetal adenocarcinoma of the lung	pulmonary adenocarcinoma of fetal type	pulmonary adenocarcinoma of foetal type	synonym	edit1
UK_US_SPELLING	MONDO:0017292	well-differentiated fetal adenocarcinoma of the lung	pulmonary adenocarcinoma of foetal type	pulmonary adenocarcinoma of fetal type	synonym	edit1
UK_US_SPELLING	MONDO:0017292	well-differentiated fetal adenocarcinoma of the lung	well-differentiated fetal lung adenocarcinoma	well-differentiated foetal lung adenocarcinoma	synonym	edit1
UK_US_SPELLING	MONDO:0017292	well-differentiated fetal adenocarcinoma of the lung	well-differentiated foetal lung adenocarcinoma	well-differentiated fetal lung adenocarcinoma	synonym	edit1
