?cls	?clsLabel	?numSuperCls
<http://purl.obolibrary.org/obo/MONDO_0006676>	"beriberi"	1
<http://purl.obolibrary.org/obo/MONDO_0015882>	"rare tumor of pancreas"	3
<http://purl.obolibrary.org/obo/MONDO_0003428>	"brain hemangioma"	1
<http://purl.obolibrary.org/obo/MONDO_0018702>	"TAFRO syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0012384>	"panic disorder 3"	4
<http://purl.obolibrary.org/obo/MONDO_0002857>	"gallbladder sarcoma"	3
<http://purl.obolibrary.org/obo/MONDO_0012540>	"age related macular degeneration 4"	2
<http://purl.obolibrary.org/obo/MONDO_0004741>	"tyrosinemia"	1
<http://purl.obolibrary.org/obo/MONDO_0013128>	"familial juvenile hyperuricemic nephropathy type 2"	3
<http://purl.obolibrary.org/obo/MONDO_0021082>	"Meckel diverticulum neoplasm"	1
<http://purl.obolibrary.org/obo/MONDO_0007536>	"congenital lobar emphysema"	5
<http://purl.obolibrary.org/obo/MONDO_0022645>	"cardioencephalomyopathy"	1
<http://purl.obolibrary.org/obo/MONDO_0003832>	"complement deficiency"	3
<http://purl.obolibrary.org/obo/MONDO_0007807>	"hypoxanthine guanine phosphoribosyltransferase suppressor"	1
<http://purl.obolibrary.org/obo/MONDO_0019556>	"pressure-induced localized lipoatrophy"	1
<http://purl.obolibrary.org/obo/MONDO_0012557>	"cardiomyopathy-hypotonia-lactic acidosis syndrome"	5
<http://purl.obolibrary.org/obo/MONDO_0014957>	"language delay and attention deficit-hyperactivity disorder/cognitive impairment with or without cardiac arrhythmia; LADCI"	1
<http://purl.obolibrary.org/obo/MONDO_0010379>	"Brunner syndrome"	5
<http://purl.obolibrary.org/obo/MONDO_0009339>	"congenital bile acid synthesis defect 2"	1
<http://purl.obolibrary.org/obo/MONDO_0010808>	"fatal familial insomnia"	3
<http://purl.obolibrary.org/obo/MONDO_0044781>	"nephrotic syndrome of childhood - steroid sensitive"	1
<http://purl.obolibrary.org/obo/MONDO_0018959>	"potassium-aggravated myotonia"	2
<http://purl.obolibrary.org/obo/MONDO_0007693>	"hypertrichosis cubiti-short stature syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0004518>	"anterior urethra cancer"	1
<http://purl.obolibrary.org/obo/MONDO_0021120>	"functioning endocrine neoplasm"	1
<http://purl.obolibrary.org/obo/MONDO_0002290>	"clitoris cancer"	2
<http://purl.obolibrary.org/obo/MONDO_0033368>	"epileptic encephalopathy, early infantile, 59"	1
<http://purl.obolibrary.org/obo/MONDO_0020524>	"primary parathyroid hyperplasia"	1
<http://purl.obolibrary.org/obo/UBERON_0001579>		1
<http://purl.obolibrary.org/obo/MONDO_0025425>	"hepatitis, infectious canine"	2
<http://purl.obolibrary.org/obo/MONDO_0014634>	"46,XY sex reversal 10"	2
<http://purl.obolibrary.org/obo/MONDO_0018801>	"congenital bilateral absence of vas deferens"	3
<http://purl.obolibrary.org/obo/MONDO_0033371>	"epileptic encephalopathy, early infantile, 62"	1
<http://purl.obolibrary.org/obo/MONDO_0033361>	"epileptic encephalopathy, early infantile, 52"	1
<http://purl.obolibrary.org/obo/MONDO_0033363>	"epileptic encephalopathy, early infantile, 54"	1
<http://purl.obolibrary.org/obo/MONDO_0033373>	"epileptic encephalopathy, early infantile, 64"	1
<http://purl.obolibrary.org/obo/MONDO_0005102>	"undifferentiated (embryonal) sarcoma"	1
<http://purl.obolibrary.org/obo/MONDO_0017087>	"neurenteric cyst"	1
<http://purl.obolibrary.org/obo/MONDO_0003227>	"prosopagnosia (disease)"	1
<http://purl.obolibrary.org/obo/MONDO_0009514>	"Laurence-Moon syndrome"	8
<http://purl.obolibrary.org/obo/MONDO_0015584>	"febrile infection-related epilepsy syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0013325>	"COG5-CDG"	3
<http://purl.obolibrary.org/obo/MONDO_0015899>	"rare primary hyperaldosteronism"	2
<http://purl.obolibrary.org/obo/MONDO_0019735>	"polymyalgia rheumatica"	4
<http://purl.obolibrary.org/obo/MONDO_0007884>	"leg ulcers, familial, of juvenile onset"	1
<http://purl.obolibrary.org/obo/MONDO_0010860>	"autosomal recessive nonsyndromic deafness 3"	1
<http://purl.obolibrary.org/obo/MONDO_0019047>	"rare deafness"	3
<http://purl.obolibrary.org/obo/MONDO_0005091>	"severe acute respiratory syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0001713>	"inherited aplastic anemia"	2
<http://purl.obolibrary.org/obo/MONDO_0005730>	"Dictyocaulus infectious disease"	2
<http://purl.obolibrary.org/obo/MONDO_0013337>	"neuropathy, hereditary sensory and autonomic, type 1C"	1
<http://purl.obolibrary.org/obo/MONDO_0002970>	"ciliary body disease"	1
<http://purl.obolibrary.org/obo/MONDO_0018304>	"Schnitzler syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0011685>	"polysubstance abuse, susceptibility to"	1
<http://purl.obolibrary.org/obo/MONDO_0001105>	"renal hypertension"	2
<http://purl.obolibrary.org/obo/MONDO_0016687>	"protoplasmic astrocytoma"	1
<http://purl.obolibrary.org/obo/MONDO_0000925>	"hyperlucent lung"	1
<http://purl.obolibrary.org/obo/MONDO_0040923>	"late latent syphilis"	2
<http://purl.obolibrary.org/obo/MONDO_0022463>	"anophthalmia megalocornea cardiopathy skeletal anomalies"	1
<http://purl.obolibrary.org/obo/MONDO_0019365>	"scrub typhus"	1
<http://purl.obolibrary.org/obo/MONDO_0012227>	"MYP7"	4
<http://purl.obolibrary.org/obo/MONDO_0020452>	"inferior vena cava interruption"	1
<http://purl.obolibrary.org/obo/MONDO_0012228>	"MYP8"	4
<http://purl.obolibrary.org/obo/MONDO_0012229>	"MYP9"	4
<http://purl.obolibrary.org/obo/MONDO_0004813>	"tuberculous pneumothorax"	1
<http://purl.obolibrary.org/obo/MONDO_0013303>	"autoimmune disease, susceptibility to, 6"	1
<http://purl.obolibrary.org/obo/MONDO_0015534>	"juvenile xanthogranuloma"	1
<http://purl.obolibrary.org/obo/MONDO_0020185>	"eyebrow/eyelashes hypertrichosis"	1
<http://purl.obolibrary.org/obo/MONDO_0016450>	"autoimmune hemolytic anemia, cold type"	1
<http://purl.obolibrary.org/obo/MONDO_0016106>	"progressive muscular dystrophy"	1
<http://purl.obolibrary.org/obo/MONDO_0010591>	"fingerprint body myopathy"	1
<http://purl.obolibrary.org/obo/MONDO_0014781>	"combined oxidative phosphorylation deficiency 29; COXPD29"	1
<http://purl.obolibrary.org/obo/MONDO_0003047>	"thymic large cell neuroendocrine carcinoma"	2
<http://purl.obolibrary.org/obo/MONDO_0004257>	"childhood central nervous system mixed germ cell tumor"	4
<http://purl.obolibrary.org/obo/MONDO_0014338>	"IL21-related infantile inflammatory bowel disease"	8
<http://purl.obolibrary.org/obo/MONDO_0013457>	"Leber congenital amaurosis 15"	1
<http://purl.obolibrary.org/obo/MONDO_0000782>	"Indian plum allergy"	1
<http://purl.obolibrary.org/obo/MONDO_0033370>	"epileptic encephalopathy, early infantile, 61"	1
<http://purl.obolibrary.org/obo/MONDO_0033374>	"epileptic encephalopathy, early infantile, 65"	1
<http://purl.obolibrary.org/obo/MONDO_0033362>	"epileptic encephalopathy, early infantile, 53"	1
<http://purl.obolibrary.org/obo/MONDO_0011940>	"mycobacterium tuberculosis, susceptibility to"	1
<http://purl.obolibrary.org/obo/MONDO_0019334>	"autosomal recessive hyperinsulinism due to Kir6.2 deficiency"	2
<http://purl.obolibrary.org/obo/MONDO_0006066>	"acinar prostate adenocarcinoma, foamy gland variant"	1
<http://purl.obolibrary.org/obo/MONDO_0015411>	"facial cleft"	2
<http://purl.obolibrary.org/obo/MONDO_0019745>	"cystinuria type A"	1
<http://purl.obolibrary.org/obo/MONDO_0016177>	"systemic inflammatory disease associated with an acquired peripheral neuropathy"	2
<http://purl.obolibrary.org/obo/MONDO_0019396>	"collagen type III glomerulopathy"	1
<http://purl.obolibrary.org/obo/MONDO_0014714>	"progressive microcephaly-seizures-cortical blindness-developmental delay syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0003573>	"pleomorphic carcinoma"	1
<http://purl.obolibrary.org/obo/MONDO_0010310>	"osteopathia striata with cranial sclerosis"	1
<http://purl.obolibrary.org/obo/MONDO_0019969>	"panner disease"	1
<http://purl.obolibrary.org/obo/MONDO_0018617>	"baroreflex failure"	1
<http://purl.obolibrary.org/obo/MONDO_0015541>	"genetic hemophagocytic lymphohistiocytosis"	2
<http://purl.obolibrary.org/obo/MONDO_0013876>	"basal cell carcinoma, susceptibility to, 7"	2
<http://purl.obolibrary.org/obo/MONDO_0007423>	"deafness, mid-tone neural"	1
<http://purl.obolibrary.org/obo/MONDO_0006928>	"proliferative vitreoretinopathy"	2
<http://purl.obolibrary.org/obo/MONDO_0016770>	"actinic lichen planus"	1
<http://purl.obolibrary.org/obo/MONDO_0008910>	"carboxypeptidase N deficiency"	1
<http://purl.obolibrary.org/obo/MONDO_0015193>	"hydrops fetalis (disease)"	1
<http://purl.obolibrary.org/obo/MONDO_0009139>	"dyssegmental dysplasia, Rolland-Desbuquois type"	1
<http://purl.obolibrary.org/obo/MONDO_0016234>	"rare arteriovenous malformation"	3
<http://purl.obolibrary.org/obo/MONDO_0005734>	"dourine"	1
<http://purl.obolibrary.org/obo/MONDO_0020600>	"acute pharyngitis"	2
<http://purl.obolibrary.org/obo/MONDO_0009509>	"Landau-Kleffner syndrome"	3
<http://purl.obolibrary.org/obo/MONDO_0033308>	"Joubert syndrome 30"	1
<http://purl.obolibrary.org/obo/MONDO_0009613>	"vitamin B12-responsive methylmalonic acidemia type cblA"	1
<http://purl.obolibrary.org/obo/MONDO_0010584>	"dyskeratosis congenita, X-linked"	2
<http://purl.obolibrary.org/obo/MONDO_0011121>	"paragangliomas 2"	8
<http://purl.obolibrary.org/obo/MONDO_0004544>	"chordoid meningioma"	1
<http://purl.obolibrary.org/obo/MONDO_0016607>	"odontohypophosphatasia"	1
<http://purl.obolibrary.org/obo/MONDO_0017981>	"syngnathia-cleft palate syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0005249>	"pneumonia"	2
<http://purl.obolibrary.org/obo/MONDO_0012220>	"Griscelli syndrome type 3"	1
<http://purl.obolibrary.org/obo/MONDO_0019580>	"papular mucinosis of infancy"	1
<http://purl.obolibrary.org/obo/MONDO_0009319>	"pantothenate kinase-associated neurodegeneration"	9
<http://purl.obolibrary.org/obo/MONDO_0020606>	"sex-linked disease"	1
<http://purl.obolibrary.org/obo/MONDO_0008188>	"papillomatosis, confluent and reticulated"	1
<http://purl.obolibrary.org/obo/MONDO_0018800>	"Kallmann syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0004620>	"Hodgkin's lymphoma, lymphocytic depletion"	1
<http://purl.obolibrary.org/obo/MONDO_0019834>	"pituitary hormone deficiency from meningeal origin"	1
<http://purl.obolibrary.org/obo/MONDO_0033367>	"epileptic encephalopathy, early infantile, 58"	1
<http://purl.obolibrary.org/obo/MONDO_0033366>	"epileptic encephalopathy, early infantile, 57"	1
<http://purl.obolibrary.org/obo/MONDO_0019804>	"tracheomalacia"	6
<http://purl.obolibrary.org/obo/MONDO_0010362>	"glycogen storage disease IXd"	5
<http://purl.obolibrary.org/obo/MONDO_0001258>	"vertebral artery occlusion"	2
<http://purl.obolibrary.org/obo/MONDO_0019746>	"cystinuria type B"	1
<http://purl.obolibrary.org/obo/MONDO_0014599>	"intellectual disability, autosomal dominant 34"	1
<http://purl.obolibrary.org/obo/MONDO_0024498>	"glioma susceptibility 1"	1
<http://purl.obolibrary.org/obo/MONDO_0005394>	"brain infarction"	1
<http://purl.obolibrary.org/obo/MONDO_0015817>	"aggressive primary cutaneous T-cell lymphoma"	1
<http://purl.obolibrary.org/obo/MONDO_0007432>	"CADASIL"	5
<http://purl.obolibrary.org/obo/MONDO_0003098>	"mediastinal neural neoplasm"	2
<http://purl.obolibrary.org/obo/MONDO_0001376>	"urinary bladder anterior wall cancer"	1
<http://purl.obolibrary.org/obo/MONDO_0017467>	"tibio-fibular synostosis"	1
<http://purl.obolibrary.org/obo/MONDO_0044881>	"hematopoietic and lymphoid cell neoplasm"	1
<http://purl.obolibrary.org/obo/MONDO_0013443>	"Seckel syndrome 5"	1
<http://purl.obolibrary.org/obo/MONDO_0012001>	"mandibulofacial dysostosis with ptosis, autosomal dominant"	1
<http://purl.obolibrary.org/obo/MONDO_0002219>	"paraurethral gland neoplasm"	1
<http://purl.obolibrary.org/obo/MONDO_0021510>	"benign neoplasm of prostate"	2
<http://purl.obolibrary.org/obo/MONDO_0043468>	"acne keloid"	2
<http://purl.obolibrary.org/obo/MONDO_0021896>	"anterior spinal artery stroke"	2
<http://purl.obolibrary.org/obo/MONDO_0018910>	"oculocutaneous albinism"	4
<http://purl.obolibrary.org/obo/MONDO_0029135>	"muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 8"	2
<http://purl.obolibrary.org/obo/MONDO_0010794>	"NARP syndrome"	6
<http://purl.obolibrary.org/obo/MONDO_0016071>	"juvenile hyaline fibromatosis"	9
<http://purl.obolibrary.org/obo/MONDO_0100026>	"myoclonic encephalopathy in non-progressive disorder"	1
<http://purl.obolibrary.org/obo/MONDO_0007859>	"palmoplantar keratoderma i, striate, focal, or diffuse"	1
<http://purl.obolibrary.org/obo/MONDO_0009391>	"hypermetabolism due to defect 1N mitochondria"	1
<http://purl.obolibrary.org/obo/MONDO_0012064>	"choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0010521>	"amelogenesis imperfecta type 1E"	2
<http://purl.obolibrary.org/obo/MONDO_0006669>	"bacterial endocarditis (disease)"	2
<http://purl.obolibrary.org/obo/MONDO_0001855>	"rubeosis iridis"	1
<http://purl.obolibrary.org/obo/MONDO_0004685>	"Waldeyer's ring cancer"	3
<http://purl.obolibrary.org/obo/MONDO_0054771>	"keratoconus 9"	1
<http://purl.obolibrary.org/obo/MONDO_0005698>	"cervical incompetence"	1
<http://purl.obolibrary.org/obo/MONDO_0024246>	"syringofibroadenoma"	3
<http://purl.obolibrary.org/obo/MONDO_0009512>	"lethal Larsen-like syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0015181>	"congenital intestinal disease due to an enzymatic defect"	1
<http://purl.obolibrary.org/obo/MONDO_0012419>	"age related macular degeneration 7"	2
<http://purl.obolibrary.org/obo/MONDO_0010586>	"X-linked Ehlers-Danlos syndrome"	2
<http://purl.obolibrary.org/obo/MONDO_0033309>	"Joubert syndrome 32"	1
<http://purl.obolibrary.org/obo/MONDO_0003947>	"hyper-IgM syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0007553>	"epidermolysis bullosa with deficiency of galactosylhydroxylysyl glucosyltransferase"	1
<http://purl.obolibrary.org/obo/MONDO_0013452>	"multisystemic smooth muscle dysfunction syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0016505>	"aldosterone-producing adrenal cortex adenoma"	3
<http://purl.obolibrary.org/obo/MONDO_0007607>	"Birt-Hogg-Dube syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0037254>	"transitional cell neoplasm"	1
<http://purl.obolibrary.org/obo/MONDO_0008828>	"camptodactyly-arthropathy-coxa vara-pericarditis syndrome"	5
<http://purl.obolibrary.org/obo/MONDO_0010661>	"severe X-linked intellectual disability, Gustavson type"	2
<http://purl.obolibrary.org/obo/MONDO_0016942>	"partial trisomy/tetrasomy of the short arm of chromosome 5"	1
<http://purl.obolibrary.org/obo/MONDO_0022804>	"colobomata unilobar lung heart defect"	1
<http://purl.obolibrary.org/obo/MONDO_0003278>	"inner ear cancer"	3
<http://purl.obolibrary.org/obo/MONDO_0000169>	"microphthalmia, isolated, with cataract"	1
<http://purl.obolibrary.org/obo/MONDO_0017311>	"rare disease with thoracic aortic aneurysm and aortic dissection"	2
<http://purl.obolibrary.org/obo/MONDO_0005876>	"Nidovirales infectious disease"	1
<http://purl.obolibrary.org/obo/MONDO_0000309>	"aniseikonia"	1
<http://purl.obolibrary.org/obo/MONDO_0002879>	"uterine body mixed cancer"	3
<http://purl.obolibrary.org/obo/MONDO_0008500>	"striae distensae, familial"	1
<http://purl.obolibrary.org/obo/MONDO_0010733>	"hereditary spastic paraplegia 2"	6
<http://purl.obolibrary.org/obo/MONDO_0013506>	"schizophrenia 16"	2
<http://purl.obolibrary.org/obo/MONDO_0013632>	"autosomal dominant nonsyndromic deafness 33"	1
<http://purl.obolibrary.org/obo/MONDO_0036915>	"benign ovarian mucinous tumor"	3
<http://purl.obolibrary.org/obo/MONDO_0011751>	"COPD, severe early onset"	2
<http://purl.obolibrary.org/obo/MONDO_0018018>	"wild type ATTR amyloidosis"	2
<http://purl.obolibrary.org/obo/MONDO_0005288>	"intestinal polyp (disease)"	2
<http://purl.obolibrary.org/obo/MONDO_0037747>	"spinal injury"	2
<http://purl.obolibrary.org/obo/MONDO_0004378>	"pediatric cerebral ependymoblastoma"	4
<http://purl.obolibrary.org/obo/MONDO_0014865>	"autosomal recessive severe congenital neutropenia due to CSF3R deficiency"	1
<http://purl.obolibrary.org/obo/MONDO_0001559>	"perineocele"	1
<http://purl.obolibrary.org/obo/MONDO_0003735>	"central nervous system immature teratoma"	1
<http://purl.obolibrary.org/obo/MONDO_0009769>	"oculo-palato-cerebral syndrome"	4
<http://purl.obolibrary.org/obo/MONDO_0001366>	"splenic sequestration"	1
<http://purl.obolibrary.org/obo/MONDO_0017447>	"congenital absence/hypoplasia of thumb"	1
<http://purl.obolibrary.org/obo/MONDO_0015188>	"metabolic disease with intestinal involvement"	2
<http://purl.obolibrary.org/obo/MONDO_0001121>	"frontal sinusitis"	1
<http://purl.obolibrary.org/obo/MONDO_0008812>	"AREDYLD syndrome"	5
<http://purl.obolibrary.org/obo/MONDO_0008998>	"Cockayne syndrome type 3"	1
<http://purl.obolibrary.org/obo/MONDO_0033364>	"epileptic encephalopathy, early infantile, 55"	1
<http://purl.obolibrary.org/obo/MONDO_0033365>	"epileptic encephalopathy, early infantile, 56"	1
<http://purl.obolibrary.org/obo/MONDO_0010184>	"methylmalonic aciduria and homocystinuria type cblC"	4
<http://purl.obolibrary.org/obo/MONDO_0020034>	"rare respiratory tract neoplasm"	3
<http://purl.obolibrary.org/obo/MONDO_0010185>	"methylmalonic aciduria and homocystinuria type cblD"	1
<http://purl.obolibrary.org/obo/MONDO_0001446>	"low compliance bladder"	1
<http://purl.obolibrary.org/obo/MONDO_0003530>	"aggressive digital papillary adenocarcinoma"	1
<http://purl.obolibrary.org/obo/MONDO_0015054>	"hereditary angioedema type 2"	1
<http://purl.obolibrary.org/obo/MONDO_0015053>	"hereditary angioedema type 1"	1
<http://purl.obolibrary.org/obo/MONDO_0017360>	"vitamin B12-unresponsive methylmalonic acidemia type mut0"	1
<http://purl.obolibrary.org/obo/MONDO_0008314>	"pronation-supination of the forearm, impairment of"	1
<http://purl.obolibrary.org/obo/MONDO_0005938>	"renal tuberculosis"	4
<http://purl.obolibrary.org/obo/MONDO_0001506>	"prostatocystitis"	2
<http://purl.obolibrary.org/obo/MONDO_0011338>	"Omenn syndrome"	1
<http://purl.obolibrary.org/obo/MONDO_0006349>	"papillary cystic neoplasm"	2
<http://purl.obolibrary.org/obo/MONDO_0004288>	"scirrhous breast carcinoma"	1
<http://purl.obolibrary.org/obo/MONDO_0006516>	"sarcopenia"	1
<http://purl.obolibrary.org/obo/MONDO_0011085>	"Charcot-Marie-Tooth disease type 4D"	1
<http://purl.obolibrary.org/obo/MONDO_0007606>	"fibrodysplasia ossificans progressiva"	5
<http://purl.obolibrary.org/obo/MONDO_0002278>	"benign colon neoplasm"	2
<http://purl.obolibrary.org/obo/MONDO_0024279>	"chronic endometritis"	1
<http://purl.obolibrary.org/obo/MONDO_0020287>	"pulmonary artery or pulmonary branch anomaly"	3
<http://purl.obolibrary.org/obo/MONDO_0015210>	"syndromic gastroduodenal malformation"	2
<http://purl.obolibrary.org/obo/MONDO_0009879>	"short stature due to growth hormone qualitative anomaly"	1
<http://purl.obolibrary.org/obo/MONDO_0008010>	"antigen defined by monoclonal antibody Aj9"	1
<http://purl.obolibrary.org/obo/MONDO_0020065>	"combined dystonia"	1
<http://purl.obolibrary.org/obo/MONDO_0021483>	"benign neoplasm of frontal sinus"	4
<http://purl.obolibrary.org/obo/MONDO_0045054>	"cancer-related condition"	1
<http://purl.obolibrary.org/obo/MONDO_0002089>	"retinal vascular occlusion"	2
<http://purl.obolibrary.org/obo/MONDO_0000470>	"endocardium disease"	1
<http://purl.obolibrary.org/obo/MONDO_0002077>	"low implantation of placenta"	1
<http://purl.obolibrary.org/obo/MONDO_0006761>	"fibromuscular dysplasia"	1
<http://purl.obolibrary.org/obo/MONDO_0016561>	"1q44 microdeletion syndrome"	1
