?cls	?cls_label	?textdef_count	?xref_count	?named_superclass_count	?anon_superclass_count	?named_equiv_count	?anon_equiv_count
<http://purl.obolibrary.org/obo/MONDO_0013871>	"Seckel syndrome 6"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0018115>	"epidermal nevus syndrome"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0011034>	"odontomicronychial dysplasia"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0011841>	"biotin-responsive basal ganglia disease"	0	9	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0002443>	"bruxism (disease)"	1	5	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0008446>	"sperm protamine P4"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0015319>	"rare disease with Pierre Robin syndrome"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0020081>	"macrophage or histiocytic tumor"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0000989>	"mumps infectious disease"	1	11	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0020595>	"disease of retroperitoneum"	1	2	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0016154>	"qualitative or quantitative defects of myotubularin"	0	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0018579>	"disorder of ketone body transport"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0020118>	"dense granule disease"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018779>	"hypercontractile muscle stiffness syndrome"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0003215>	"apocrine sweat gland cancer"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0015791>	"peripheral precocious puberty"	1	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0013038>	"CLOVES syndrome"	1	11	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0017575>	"mitochondrial neurogastrointestinal encephalomyopathy"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0018292>	"congenital disorder of glycosylation-related bone disorder"	0	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0013191>	"focal segmental glomerulosclerosis 5"	1	5	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0005510>	"hydronephrosis"	1	9	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0000050>	"isolated congenital growth hormone deficiency"	0	7	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0017559>	"congenital elbow dislocation, bilateral"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019777>	"Carpenter-Waziri syndrome"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0004463>	"cellular phase chronic idiopathic myelofibrosis"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0009146>	"ectodermal dysplasia-sensorineural deafness syndrome"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0020610>	"obsolete blood group, diego system"	0	1	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0021545>	"myomatous neoplasm"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0017564>	"macrodactyly of fingers, unilateral"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0003299>	"colorectal leiomyoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0004994>	"cardiomyopathy"	1	16	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0007491>	"dystelephalangy"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0009468>	"pseudotumor cerebri"	1	13	5	0	5	0
<http://purl.obolibrary.org/obo/MONDO_0008397>	"aplasia of lacrimal and salivary glands"	1	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0013278>	"lymphedema, hereditary, 1C"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0015913>	"rare thrombotic disease of hematologic origin"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014342>	"female infertility due to zona pellucida defect"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0001915>	"orbital cyst"	0	7	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018046>	"thrombocytopenia-robin sequence syndrome"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0005509>	"histiocytoma"	1	11	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0004000>	"childhood pilocytic astrocytoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0003935>	"oncocytic breast carcinoma"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018768>	"familial cold autoinflammatory syndrome"	1	10	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0011406>	"cholesteatoma, congenital"	0	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0012192>	"permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0000569>	"autoimmune disease of endocrine system"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0007989>	"congenital microcoria"	1	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0010523>	"X-linked reticulate pigmentary disorder"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0014014>	"epidermolysis bullosa simplex due to exophilin 5 deficiency"	0	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0014749>	"tooth agenesis, selective, 7; STHAG7"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0011531>	"Noonan syndrome 2"	0	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011980>	"autoimmune thyroid disease, susceptibility to, 1"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019160>	"primary progressive freezing gait"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0019402>	"beta thalassemia"	1	11	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0008381>	"dominant pericentral pigmentary retinopathy"	1	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0024552>	"linear skin defects with multiple congenital anomalies 1"	1	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0010535>	"Bazex-Dupre-Christol syndrome"	1	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0024614>	"neurotic depression"	1	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0000719>	"obsolete Baraitser-winter syndrome"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0014327>	"autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering"	0	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0006861>	"myeloid sarcoma"	1	13	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0012097>	"spondylocostal dysostosis 2, autosomal recessive"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0006044>	"nephrosclerosis"	1	9	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0016636>	"rare thrombotic disorder due to a constitutional platelet anomaly"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0016140>	"sarcoglycanopathy"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0018885>	"orbital leiomyoma"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0012504>	"camptodactyly-tall stature-scoliosis-hearing loss syndrome"	1	7	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0002404>	"liver hemangioma"	1	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0004505>	"central breast papilloma"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0054860>	"deafness, autosomal recessive 110"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0013767>	"autoimmune lymphoproliferative syndrome type 4"	1	6	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0014988>	"3-methylglutaconic aciduria, type VIII; MGCA8"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0004601>	"ulcer of lower limbs"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0000952>	"cancer of long bone of lower limb"	1	5	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0002585>	"breast fibrocystic change, proliferative type"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0005505>	"dysembryoplastic neuroepithelial tumor"	1	9	5	0	5	0
<http://purl.obolibrary.org/obo/MONDO_0005034>	"thyroid gland follicular carcinoma"	1	9	4	0	4	1
<http://purl.obolibrary.org/obo/MONDO_0018502>	"hereditary gastric cancer"	1	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0018020>	"mercury poisoning"	1	7	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0044747>	"human anaplasmosis"	1	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0007961>	"megalencephaly, autosomal dominant"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0020519>	"hand-Schuller-Christian disease"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0016338>	"non-familial dilated cardiomyopathy"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0024746>	"immature teratoma"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0000796>	"cow milk allergy (disease)"	1	2	0	0	0	1
<http://purl.obolibrary.org/obo/MONDO_0001937>	"obsolete LEOPARD syndrome"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0020520>	"adult pulmonary Langerhans cell histiocytosis"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0004952>	"Hodgkins lymphoma"	1	16	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0007705>	"Heinz body anemia"	0	8	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0010649>	"isolated congenital megalocornea"	1	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0006375>	"placental hemangioma"	1	6	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0007089>	"Alzheimer disease 2"	1	6	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0006381>	"plexiform ameloblastoma"	1	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0003784>	"nasal cavity carcinoma in situ"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0005606>	"tubular adenocarcinoma"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0009773>	"odonto-onycho-dermal dysplasia"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0002965>	"parovarian cyst"	1	6	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019999>	"intestinal malformation"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0001209>	"common wart"	1	10	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0016385>	"hypogonadism-mitral valve prolapse-intellectual disability syndrome"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0022693>	"cerebral calcification cerebellar hypoplasia"	0	1	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0011617>	"arthropathy, erosive"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0006246>	"high grade surface osteosarcoma"	1	5	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0001725>	"balanitis xerotica obliterans"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0007078>	"pseudohypoparathyroidism type 1A"	1	11	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0008466>	"Karsch-Neugebauer syndrome"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0011150>	"acroosteolysis-keloid-like lesions-premature aging syndrome"	0	7	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0011408>	"hereditary spastic paraplegia 10"	1	9	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0004934>	"periostitis (disease)"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0014086>	"osteogenesis imperfecta type 15"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0017235>	"familial omphalocele syndrome with facial dysmorphism"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0043994>	"acute cholecystitis"	1	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0011128>	"Sheldon-hall syndrome"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0015749>	"6q16 deletion syndrome"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0009424>	"Bartter disease type 2"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0010298>	"Lesch-Nyhan syndrome"	1	12	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0024864>	"medium/large size posterior uveal melanoma"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0004067>	"gallbladder mucinous adenocarcinoma"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0015917>	"malignant glioma"	1	8	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0019540>	"diffuse alveolar hemorrhage (disease)"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019239>	"inborn disorder of serine family metabolism"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0017771>	"Mayer-Rokitansky-Kuster-Hauser syndrome"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0006736>	"dysplasia of cervix"	1	10	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0011197>	"hereditary thermosensitive neuropathy"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0018235>	"dysostosis with limb anomaly as a major feature"	0	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0019277>	"epidermal appendage anomaly"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012562>	"holoprosencephaly 7"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0020002>	"rare surgical thoracic disease"	0	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0001868>	"primary angle-closure glaucoma"	1	10	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0012309>	"parietal foramina 2"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0005870>	"necatoriasis"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0014666>	"hypomyelinating leukodystrophy 11"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0007217>	"brachydactyly type A3"	0	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0017914>	"pure or complex autosomal dominant spastic paraplegia"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019260>	"adult neuronal ceroid lipofuscinosis"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0011566>	"abdominal obesity-metabolic syndrome quantitative trait locus 2"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019991>	"immunotactoid glomerulopathy"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0007508>	"Rapp-Hodgkin syndrome"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0015550>	"suprabasal epidermolysis bullosa simplex"	1	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0000473>	"arterial disorder"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0020236>	"lens position anomaly"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0000566>	"obsolete substance withdrawal disorder"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0018524>	"obsolete intraductal papillary mucinous carcinoma of pancreas"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0020115>	"secondary polycythemia"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0014733>	"Charcot-Marie-Tooth disease type 4K"	1	6	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0008406>	"autosomal recessive Emery-Dreifuss muscular dystrophy"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0012142>	"orofacial cleft 5"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0056797>	"neurodevelopmental disorder with midbrain and hindbrain malformations"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0001304>	"benign hypertensive renal disease"	0	6	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012179>	"NRCLP3"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0006074>	"adenosquamous carcinoma"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0010354>	"Allan-Herndon-Dudley syndrome"	1	10	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0043459>	"radiation-induced disorder"	1	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0013394>	"porencephaly-microcephaly-bilateral congenital cataract syndrome"	0	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0009928>	"pulmonary alveolar microlithiasis"	1	12	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0012245>	"epileptic encephalopathy, early infantile, 3"	1	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0017037>	"secondary interstitial lung disease in childhood and adulthood associated with a metabolic disease"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011579>	"late-onset retinal degeneration"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0016253>	"rare cancer of corpus uteri"	0	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0013245>	"syndromic multisystem autoimmune disease due to Itch deficiency"	0	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0015076>	"rare parathyroid tumor"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0020195>	"excretory apparatus of the lacrimal system anomaly"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0007766>	"Morgagni-Stewart-Morel syndrome"	1	7	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0017622>	"congenital sucrase-isomaltase deficiency without sucrose intolerance"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019972>	"dural sinus malformation"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0100040>	"FOXG1 disorder"	1	0	0	0	0	1
<http://purl.obolibrary.org/obo/MONDO_0060621>	"neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011726>	"peripheral arterial occlusive disease 1"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0019148>	"Wolman disease"	1	11	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0012869>	"intellectual disability, autosomal dominant 22"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0020362>	"inverse Marcus-Gunn phenomenon"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0016284>	"primitive neuroectodermal tumor of the cervix uteri"	1	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0006152>	"colon inflammatory polyp"	1	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0007346>	"cochleosaccular degeneration-cataract syndrome"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0008336>	"pterygium colli, isolated"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0009776>	"SPGF1"	0	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0000933>	"subglottis neoplasm"	1	4	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0017763>	"disorder of iron metabolism and transport"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0002981>	"peripheral primitive neuroectodermal tumor of bone"	1	3	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0001447>	"detrusor sphincter dyssynergia (disease)"	0	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012413>	"syndromic microphthalmia type 5"	1	8	3	0	3	1
<http://purl.obolibrary.org/obo/MONDO_0010406>	"chromosome Xp11.22 duplication syndrome"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0016323>	"chronic respiratory distress with surfactant metabolism deficiency"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012465>	"hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency"	1	7	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0017163>	"hemolytic disease due to fetomaternal alloimmunization"	0	6	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0001729>	"active cochlear Meniere disease"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0009103>	"diaphragmatic hernia 2"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010954>	"Wiskott-Aldrich syndrome, autosomal dominant form"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0008908>	"MGAT2-CDG"	1	8	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0019275>	"other genetic epidermal disease"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018383>	"osteonecrosis of genetic origin"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0015691>	"hypereosinophilic syndrome"	1	13	4	0	4	1
<http://purl.obolibrary.org/obo/MONDO_0019554>	"idiopathic localized lipodystrophy"	1	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0000926>	"eye accommodation disease"	1	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0009964>	"short-rib thoracic dysplasia 9 with or without polydactyly"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0020403>	"congenital mitral valve agenesis"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010192>	"Waardenburg syndrome type 4A"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0001913>	"oligospermia"	1	7	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0001450>	"obsolete arachnoiditis"	0	0	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0018227>	"hypocomplementemic urticarial vasculitis"	1	6	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0010857>	"semantic dementia"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0003138>	"subacute glomerulonephritis"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0044640>	"charcot-marie-tooth disease type 2T"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0012556>	"DK1-CDG"	1	6	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0009077>	"deafness, congenital, and familial myoclonic epilepsy"	0	3	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0005319>	"humerus fracture"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0004979>	"asthma"	1	16	3	0	3	0
<http://purl.obolibrary.org/obo/MONDO_0013685>	"pancreatic cancer, susceptibility to, 4"	1	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0019719>	"congenital anomaly of kidney and urinary tract"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0041959>	"fibrosis of bile duct"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0018548>	"acute poisoning by drugs with membrane-stabilizing effect"	1	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0011156>	"progressive familial intrahepatic cholestasis type 2"	1	6	2	0	2	1
<http://purl.obolibrary.org/obo/MONDO_0002572>	"aspiration pneumonitis"	1	5	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0009388>	"hyperlysinemia (disease)"	1	10	4	0	4	0
<http://purl.obolibrary.org/obo/MONDO_0008065>	"nasal groove, familial transverse"	0	2	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0010991>	"laterality defects, autosomal dominant"	0	4	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014166>	"paroxysmal nocturnal hemoglobinuria 2"	1	2	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0013665>	"EJM9"	0	1	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0016166>	"genetic hyperparathyroidism"	1	1	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0044281>	"obsolete c3hex, ability to smell"	1	1	0	0	0	0
<http://purl.obolibrary.org/obo/MONDO_0007472>	"basal laminar drusen"	1	5	1	0	1	0
<http://purl.obolibrary.org/obo/MONDO_0014013>	"maternal riboflavin deficiency"	0	3	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0011190>	"nephronophthisis 2"	1	4	1	0	1	1
<http://purl.obolibrary.org/obo/MONDO_0015774>	"thoraco-abdominal enteric duplication"	1	4	2	0	2	0
<http://purl.obolibrary.org/obo/MONDO_0007097>	"Finnish type amyloidosis"	0	8	3	0	3	0
