iri	iri label	disease	disease label	location	location label
MONDO:0003381	pituitary gland disease	MONDO:0000001	disease	UBERON:0000007	pituitary gland
MONDO:0004447	pituitary stalk meningioma	MONDO:0016642	meningioma (disease)	UBERON:0002434	pituitary stalk
MONDO:0002178	placenta cancer	MONDO:0004992	cancer	UBERON:0001987	placenta
MONDO:0005917	placenta disease	MONDO:0000001	disease	UBERON:0001987	placenta
MONDO:0006374	placental choriocarcinoma	MONDO:0005207	choriocarcinoma (disease)	UBERON:0001987	placenta
MONDO:0006375	placental hemangioma	MONDO:0006500	hemangioma	UBERON:0001987	placenta
MONDO:0004684	plantar fibromatosis	MONDO:0016037	superficial fibromatosis	UBERON:0008338	plantar part of pes
MONDO:0002765	plantar verrucous skin carcinoma	MONDO:0006006	verrucous carcinoma	UBERON:0008338	plantar part of pes
MONDO:0002037	pleural disease	MONDO:0000001	disease	UBERON:0000977	pleura
MONDO:0000969	pleural lipoma	MONDO:0005106	lipoma	UBERON:0000977	pleura
MONDO:0021065	pleural neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0002402	pleural cavity
MONDO:0021041	pleural solitary fibrous tumor	MONDO:0016238	solitary fibrous tumor	UBERON:0002402	pleural cavity
MONDO:0005922	pleural tuberculosis	MONDO:0018076	tuberculosis	UBERON:0000977	pleura
MONDO:0001339	portal vein thrombosis	MONDO:0000831	thrombotic disease	UBERON:0002017	portal vein
MONDO:0003068	postauricular lymphadenitis	MONDO:0002052	lymphadenitis (disease)	UBERON:0016392	mastoid lymph node
MONDO:0002919	posterior cranial fossa meningioma	MONDO:0016642	meningioma (disease)	UBERON:0008788	posterior cranial fossa
MONDO:0002972	posterior mediastinum cancer	MONDO:0004992	cancer	UBERON:0008822	posterior mediastinum
MONDO:0001653	prepuce cancer	MONDO:0004992	cancer	UBERON:0011374	prepuce
MONDO:0002834	primary prostate urothelial carcinoma	MONDO:0006474	transitional cell carcinoma	UBERON:0002367	prostate gland
MONDO:0005082	prostate adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0002367	prostate gland
MONDO:0003177	prostate adenoid cystic carcinoma	MONDO:0004971	adenoid cystic carcinoma	UBERON:0002367	prostate gland
MONDO:0003033	prostate angiosarcoma	MONDO:0016982	angiosarcoma (disease)	UBERON:0002367	prostate gland
MONDO:0008315	prostate cancer	MONDO:0004992	cancer	UBERON:0002367	prostate gland
MONDO:0005159	prostate carcinoma	MONDO:0004993	carcinoma	UBERON:0002367	prostate gland
MONDO:0004623	prostate carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0002367	prostate gland
MONDO:0003105	prostate disease	MONDO:0000001	disease	UBERON:0002367	prostate gland
MONDO:0002574	prostate embryonal rhabdomyosarcoma	MONDO:0009993	embryonal rhabdomyosarcoma (disease)	UBERON:0002367	prostate gland
MONDO:0002452	prostate leiomyoma	MONDO:0001572	leiomyoma	UBERON:0002367	prostate gland
MONDO:0003368	prostate leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0002367	prostate gland
MONDO:0000996	prostate lymphoma	MONDO:0005062	lymphoma	UBERON:0002367	prostate gland
MONDO:0002477	prostate neuroendocrine neoplasm	MONDO:0019496	neuroendocrine tumor	UBERON:0002367	prostate gland
MONDO:0021102	prostate phyllodes tumor	MONDO:0005078	phyllodes tumor	UBERON:0002367	prostate gland
MONDO:0006389	prostate rhabdomyosarcoma	MONDO:0005212	rhabdomyosarcoma (disease)	UBERON:0002367	prostate gland
MONDO:0002854	prostate sarcoma	MONDO:0005089	sarcoma	UBERON:0002367	prostate gland
MONDO:0002672	prostate signet ring cell adenocarcinoma	MONDO:0005092	signet ring cell carcinoma	UBERON:0002367	prostate gland
MONDO:0000993	prostate squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0002367	prostate gland
MONDO:0002450	prostatic adenoma	MONDO:0004972	adenoma	UBERON:0002367	prostate gland
MONDO:0003506	pulmonary artery choriocarcinoma	MONDO:0005207	choriocarcinoma (disease)	UBERON:0002012	pulmonary artery
MONDO:0004207	pulmonary artery leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0002012	pulmonary artery
MONDO:0000266	pulmonary aspergilloma	MONDO:0005657	aspergillosis	UBERON:0002048	lung
MONDO:0005933	pulmonary blastoma	MONDO:0005565	blastoma	UBERON:0002048	lung
MONDO:0005616	pulmonary mucoepidermoid carcinoma	MONDO:0003036	mucoepidermoid carcinoma	UBERON:0002048	lung
MONDO:0001708	pulmonary sarcoidosis	MONDO:0019338	sarcoidosis	UBERON:0002048	lung
MONDO:0003628	pulmonary valve disease	MONDO:0000001	disease	UBERON:0002146	pulmonary valve
MONDO:0004206	pulmonary vein leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0002016	pulmonary vein
MONDO:0002285	pupil disease	MONDO:0000001	disease	UBERON:0001771	pupil
MONDO:0001062	pyloric antrum cancer	MONDO:0004992	cancer	UBERON:0001165	pyloric antrum
MONDO:0006391	pyloric gland adenoma	MONDO:0004972	adenoma	UBERON:0008861	pyloric gastric gland
MONDO:0001061	pylorus cancer	MONDO:0004992	cancer	UBERON:0001166	pylorus
MONDO:0020036	rare nervous system tumor	MONDO:0020031	rare tumor	UBERON:0001016	nervous system
MONDO:0015936	rare tumor of endocrine glands	MONDO:0020031	rare tumor	UBERON:0002368	endocrine gland
MONDO:0001593	rectal disease	MONDO:0000001	disease	UBERON:0001052	rectum
MONDO:0004196	rectal sarcomatoid carcinoma	MONDO:0002838	spindle cell carcinoma	UBERON:0001052	rectum
MONDO:0006396	rectal villous adenoma	MONDO:0000502	villous adenoma	UBERON:0001052	rectum
MONDO:0002424	rectosigmoid carcinoma	MONDO:0004993	carcinoma	UBERON:0036214	rectosigmoid junction
MONDO:0002425	rectosigmoid junction cancer	MONDO:0004992	cancer	UBERON:0036214	rectosigmoid junction
MONDO:0002423	rectosigmoid junction neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0036214	rectosigmoid junction
MONDO:0003796	rectum Kaposi's sarcoma	MONDO:0005055	Kaposi's sarcoma (disease)	UBERON:0001052	rectum
MONDO:0002169	rectum adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0001052	rectum
MONDO:0000530	rectum adenoma	MONDO:0004972	adenoma	UBERON:0001052	rectum
MONDO:0004725	rectum carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0001052	rectum
MONDO:0004125	rectum leiomyoma	MONDO:0001572	leiomyoma	UBERON:0001052	rectum
MONDO:0003379	rectum leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0001052	rectum
MONDO:0002166	rectum lymphoma	MONDO:0005062	lymphoma	UBERON:0001052	rectum
MONDO:0002167	rectum malignant melanoma	MONDO:0005105	melanoma (disease)	UBERON:0001052	rectum
MONDO:0002748	rectum mucinous adenocarcinoma	MONDO:0004957	mucinous adenocarcinoma	UBERON:0001052	rectum
MONDO:0003646	rectum neuroendocrine neoplasm	MONDO:0019496	neuroendocrine tumor	UBERON:0001052	rectum
MONDO:0002853	rectum rhabdomyosarcoma	MONDO:0005212	rhabdomyosarcoma (disease)	UBERON:0001052	rectum
MONDO:0002168	rectum sarcoma	MONDO:0005089	sarcoma	UBERON:0001052	rectum
MONDO:0004336	rectum signet ring adenocarcinoma	MONDO:0005092	signet ring cell carcinoma	UBERON:0001052	rectum
MONDO:0003491	rectum squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0001052	rectum
MONDO:0001876	renal artery atheroma	MONDO:0005311	atherosclerosis	UBERON:0001184	renal artery
MONDO:0005206	renal carcinoma	MONDO:0004993	carcinoma	UBERON:0002113	kidney
MONDO:0005086	renal cell carcinoma (disease)	MONDO:0004970	adenocarcinoma	UBERON:0002113	kidney
MONDO:0003205	renal pelvis adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0001224	renal pelvis
MONDO:0005519	renal pelvis carcinoma	MONDO:0004992	cancer	UBERON:0001224	renal pelvis
MONDO:0003776	renal pelvis inverted papilloma	MONDO:0002537	inverted papilloma	UBERON:0001224	renal pelvis
MONDO:0003497	renal pelvis squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0001224	renal pelvis
MONDO:0005938	renal tuberculosis	MONDO:0018076	tuberculosis	UBERON:0002113	kidney
MONDO:0000383	reproductive organ benign neoplasm	MONDO:0005165	benign neoplasm	UBERON:0003133	reproductive organ
MONDO:0002149	reproductive organ cancer	MONDO:0004992	cancer	UBERON:0003133	reproductive organ
MONDO:0005039	reproductive system disease	MONDO:0000001	disease	UBERON:0000990	reproductive system
MONDO:0000382	respiratory system benign neoplasm	MONDO:0005165	benign neoplasm	UBERON:0001004	respiratory system
MONDO:0000376	respiratory system cancer	MONDO:0004992	cancer	UBERON:0001004	respiratory system
MONDO:0005087	respiratory system disease	MONDO:0000001	disease	UBERON:0001004	respiratory system
MONDO:0003191	rete ovarii adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0010185	rete ovarii
MONDO:0004005	rete ovarii adenoma	MONDO:0004972	adenoma	UBERON:0010185	rete ovarii
MONDO:0004006	rete ovarii cystadenofibroma	MONDO:0003464	cystadenofibroma	UBERON:0010185	rete ovarii
MONDO:0003610	rete ovarii cystadenoma	MONDO:0002369	cystadenoma	UBERON:0010185	rete ovarii
MONDO:0001992	rete testis adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0003959	rete testis
MONDO:0003893	rete testis adenoma	MONDO:0004972	adenoma	UBERON:0003959	rete testis
MONDO:0009975	reticulum cell sarcoma	MONDO:0005089	sarcoma	CL:0000432	reticular cell
MONDO:0004349	retina lymphoma	MONDO:0005062	lymphoma	UBERON:0000966	retina
MONDO:0003072	retinal cancer	MONDO:0004992	cancer	UBERON:0000966	retina
MONDO:0004338	retinal cell cancer	MONDO:0004992	cancer	CL:0009004	retinal cell
MONDO:0003343	retinal hemangioblastoma	MONDO:0016748	hemangioblastoma	UBERON:0004864	vasculature of retina
MONDO:0008380	retinoblastoma	MONDO:0005072	neuroblastoma	UBERON:0000966	retina
MONDO:0005283	retinopathy	MONDO:0005328	eye disease	UBERON:0000966	retina
MONDO:0001499	retroperitoneal lymphoma	MONDO:0005062	lymphoma	UBERON:0003693	retroperitoneal space
MONDO:0000551	retroperitoneal neuroblastoma	MONDO:0005072	neuroblastoma	UBERON:0003693	retroperitoneal space
MONDO:0001501	retroperitoneal sarcoma	MONDO:0005089	sarcoma	UBERON:0003693	retroperitoneal space
MONDO:0001502	retroperitoneum carcinoma	MONDO:0004993	carcinoma	UBERON:0003693	retroperitoneal space
MONDO:0016282	rhabdomyosarcoma of the cervix uteri	MONDO:0005212	rhabdomyosarcoma (disease)	UBERON:0000002	uterine cervix
MONDO:0003627	rheumatic pulmonary valve disease	MONDO:0005554	rheumatologic disorder	UBERON:0002146	pulmonary valve
MONDO:0001352	round ligament malignant neoplasm	MONDO:0004992	cancer	UBERON:0006589	round ligament of uterus
MONDO:0000518	sacrum chordoma	MONDO:0008978	chordoma (disease)	UBERON:0003690	fused sacrum
MONDO:0003175	salivary gland adenoid cystic carcinoma	MONDO:0004971	adenoid cystic carcinoma	UBERON:0001044	saliva-secreting gland
MONDO:0004669	salivary gland cancer	MONDO:0004992	cancer	UBERON:0001044	saliva-secreting gland
MONDO:0000521	salivary gland carcinoma	MONDO:0004993	carcinoma	UBERON:0001044	saliva-secreting gland
MONDO:0006403	salivary gland carcinoma ex pleomorphic adenoma	MONDO:0002472	carcinoma ex pleomorphic adenoma	UBERON:0001044	saliva-secreting gland
MONDO:0001142	salivary gland disease	MONDO:0000001	disease	UBERON:0001044	saliva-secreting gland
MONDO:0006404	salivary gland large cell carcinoma	MONDO:0005232	large cell carcinoma	UBERON:0001044	saliva-secreting gland
MONDO:0006405	salivary gland small cell carcinoma	MONDO:0000402	small cell carcinoma	UBERON:0001044	saliva-secreting gland
MONDO:0016280	sarcoma of cervix uteri	MONDO:0005089	sarcoma	UBERON:0000002	uterine cervix
MONDO:0004307	sarcomatosis of the meninges	MONDO:0004309	sarcomatosis	UBERON:0010743	meningeal cluster
MONDO:0003980	schwannoma of jugular foramen	MONDO:0002546	schwannoma	UBERON:0005456	jugular foramen
MONDO:0002549	schwannoma of twelfth cranial nerve	MONDO:0002546	schwannoma	UBERON:0001650	hypoglossal nerve
MONDO:0001400	schwannoma of ureter	MONDO:0002546	schwannoma	UBERON:0000056	ureter
MONDO:0001269	scleral disease	MONDO:0000001	disease	UBERON:0001773	sclera
MONDO:0003951	scrotal angioma	MONDO:0006500	hemangioma	UBERON:0001300	scrotum
MONDO:0002650	scrotal carcinoma	MONDO:0004993	carcinoma	UBERON:0001300	scrotum
MONDO:0002649	scrotum Paget's disease	MONDO:0002648	mammary Paget's disease	UBERON:0001300	scrotum
MONDO:0002936	scrotum basal cell carcinoma	MONDO:0002650	scrotal carcinoma	CL:0000646	basal cell
MONDO:0021112	scrotum cancer	MONDO:0004992	cancer	UBERON:0001300	scrotum
MONDO:0001652	scrotum melanoma	MONDO:0005105	melanoma (disease)	UBERON:0001300	scrotum
MONDO:0003319	scrotum neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0001300	scrotum
MONDO:0001651	scrotum squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0001300	scrotum
MONDO:0006962	sebaceous adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0001821	sebaceous gland
MONDO:0002375	sebaceous adenoma	MONDO:0004972	adenoma	UBERON:0001821	sebaceous gland
MONDO:0019286	sebaceous gland anomaly	MONDO:0019277	epidermal appendage anomaly	UBERON:0001821	sebaceous gland
MONDO:0006607	sebaceous gland disease	MONDO:0000001	disease	UBERON:0001821	sebaceous gland
MONDO:0006963	sebaceous gland neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0001821	sebaceous gland
MONDO:0006609	seborrheic infantile dermatitis	MONDO:0006608	seborrheic dermatitis (disease)	UBERON:0000403	scalp
MONDO:0001993	seminal vesicle adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0000998	seminal vesicle
MONDO:0003609	seminal vesicle cystadenoma	MONDO:0002369	cystadenoma	UBERON:0000998	seminal vesicle
MONDO:0000633	sensory organ benign neoplasm	MONDO:0005165	benign neoplasm	UBERON:0000020	sense organ
MONDO:0000649	sensory system cancer	MONDO:0004992	cancer	UBERON:0001032	sensory system
MONDO:0005128	sensory system disease	MONDO:0000001	disease	UBERON:0001032	sensory system
MONDO:0006969	sialadenitis	MONDO:0002052	lymphadenitis (disease)	UBERON:0001044	saliva-secreting gland
MONDO:0001464	sigmoid colon cancer	MONDO:0004992	cancer	UBERON:0001159	sigmoid colon
MONDO:0006971	sigmoid neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0001159	sigmoid colon
MONDO:0000469	sinoatrial node disease	MONDO:0000001	disease	UBERON:0002351	sinoatrial node
MONDO:0002847	skeletal muscle cancer	MONDO:0004992	cancer	UBERON:0014895	somatic muscle
MONDO:0020120	skeletal muscle disease	MONDO:0000001	disease	UBERON:0001134	skeletal muscle tissue
MONDO:0005172	skeletal system disease	MONDO:0000001	disease	UBERON:0001434	skeletal system
MONDO:0005962	skeletal tuberculosis	MONDO:0018076	tuberculosis	UBERON:0002204	musculoskeletal system
MONDO:0000932	skin amelanotic melanoma	MONDO:0002971	amelanotic melanoma	UBERON:0000014	zone of skin
MONDO:0003029	skin angiosarcoma	MONDO:0016982	angiosarcoma (disease)	UBERON:0000014	zone of skin
MONDO:0006973	skin appendage carcinoma	MONDO:0004993	carcinoma	UBERON:0000021	cutaneous appendage
MONDO:0002898	skin cancer	MONDO:0004992	cancer	UBERON:0000014	zone of skin
MONDO:0002656	skin carcinoma	MONDO:0004993	carcinoma	UBERON:0000014	zone of skin
MONDO:0004641	skin carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0000014	zone of skin
MONDO:0001939	skin epithelioid hemangioma	MONDO:0003119	histiocytoid hemangioma	UBERON:0000014	zone of skin
MONDO:0002298	skin glomangioma	MONDO:0002299	glomangioma	UBERON:0000014	zone of skin
MONDO:0002295	skin glomus tumor	MONDO:0018327	glomus tumor	UBERON:0000014	zone of skin
MONDO:0003110	skin hemangioma	MONDO:0006500	hemangioma	UBERON:0000014	zone of skin
MONDO:0000964	skin lipoma	MONDO:0005106	lipoma	UBERON:0000014	zone of skin
MONDO:0004429	skin meningioma	MONDO:0016642	meningioma (disease)	UBERON:0000014	zone of skin
MONDO:0002531	skin neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0000014	zone of skin
MONDO:0002536	skin papilloma	MONDO:0002363	papilloma	UBERON:0000014	zone of skin
MONDO:0006611	skin sarcoidosis	MONDO:0019338	sarcoidosis	UBERON:0000014	zone of skin
MONDO:0006414	skin sarcoma	MONDO:0005089	sarcoma	UBERON:0000014	zone of skin
MONDO:0002529	skin squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0000014	zone of skin
MONDO:0019293	skin vascular disease	MONDO:0000001	disease	UBERON:0035549	superficial vasculature
MONDO:0002998	skull base meningioma	MONDO:0016642	meningioma (disease)	UBERON:0002517	basicranium
MONDO:0002132	skull cancer	MONDO:0004992	cancer	UBERON:0003129	skull
MONDO:0018272	small cell carcinoma of the ovary	MONDO:0000402	small cell carcinoma	UBERON:0000992	ovary
MONDO:0008433	small cell lung carcinoma	MONDO:0000402	small cell carcinoma	UBERON:0002048	lung
MONDO:0006416	small intestinal Burkitt lymphoma	MONDO:0007243	Burkitts lymphoma	UBERON:0002108	small intestine
MONDO:0006417	small intestinal diffuse large b-cell lymphoma	MONDO:0018905	diffuse large B-cell lymphoma	UBERON:0002108	small intestine
MONDO:0004028	small intestinal fibrosarcoma	MONDO:0005164	fibrosarcoma (disease)	UBERON:0002108	small intestine
MONDO:0003198	small intestine adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0002108	small intestine
MONDO:0000956	small intestine cancer	MONDO:0004992	cancer	UBERON:0002108	small intestine
MONDO:0005522	small intestine carcinoma	MONDO:0004993	carcinoma	UBERON:0002108	small intestine
MONDO:0001229	small intestine diverticulitis	MONDO:0004235	diverticulitis	UBERON:0002108	small intestine
MONDO:0002092	small intestine leiomyoma	MONDO:0001572	leiomyoma	UBERON:0002108	small intestine
MONDO:0003360	small intestine leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0002108	small intestine
MONDO:0001852	small intestine lymphoma	MONDO:0005062	lymphoma	UBERON:0002108	small intestine
MONDO:0002995	small intestine neuroendocrine neoplasm	MONDO:0019496	neuroendocrine tumor	UBERON:0002108	small intestine
MONDO:0004611	soft palate cancer	MONDO:0004992	cancer	UBERON:0001733	soft palate
MONDO:0002756	solitary plasmacytoma of chest wall	MONDO:0005615	plasmacytoma	UBERON:0016435	chest wall
MONDO:0001654	spermatic cord cancer	MONDO:0004992	cancer	UBERON:0005352	spermatic cord
MONDO:0004326	sphenoid sinus inverted papilloma	MONDO:0002537	inverted papilloma	UBERON:0001724	sphenoidal sinus
MONDO:0001995	sphenoid sinus squamous cell carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0001724	sphenoidal sinus
MONDO:0005964	sphenoid sinusitis	MONDO:0005961	sinusitis	UBERON:0001677	sphenoid bone
MONDO:0001994	sphenoidal sinus cancer	MONDO:0004992	cancer	UBERON:0001724	sphenoidal sinus
MONDO:0002626	spinal accessory nerve neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0009674	accessory XI nerve spinal component
MONDO:0003174	spinal cord astrocytoma	MONDO:0019781	astrocytoma	UBERON:0002240	spinal cord
MONDO:0003544	spinal cord cancer	MONDO:0004992	cancer	UBERON:0002240	spinal cord
MONDO:0004096	spinal cord dermoid cyst	MONDO:0002378	dermoid cyst	UBERON:0002240	spinal cord
MONDO:0002545	spinal cord disease	MONDO:0000001	disease	UBERON:0002240	spinal cord
MONDO:0002542	spinal cord glioma	MONDO:0015917	malignant glioma	UBERON:0002240	spinal cord
MONDO:0001790	spinal cord lipoma	MONDO:0005106	lipoma	UBERON:0002240	spinal cord
MONDO:0001892	spinal cord lymphoma	MONDO:0005062	lymphoma	UBERON:0002240	spinal cord
MONDO:0001893	spinal cord melanoma	MONDO:0005105	melanoma (disease)	UBERON:0002240	spinal cord
MONDO:0004024	spinal cord neuroblastoma	MONDO:0005072	neuroblastoma	UBERON:0002240	spinal cord
MONDO:0002541	spinal cord oligodendroglioma	MONDO:0016695	oligodendroglioma	UBERON:0002240	spinal cord
MONDO:0001894	spinal cord sarcoma	MONDO:0005089	sarcoma	UBERON:0002240	spinal cord
MONDO:0005309	spinal fracture	MONDO:0005315	bone fracture	UBERON:0001130	vertebral column
MONDO:0004151	spinal meninges cancer	MONDO:0004992	cancer	UBERON:0003292	meninx of spinal cord
MONDO:0001275	spinal meningioma	MONDO:0016642	meningioma (disease)	UBERON:0002240	spinal cord
MONDO:0002376	spleen angiosarcoma	MONDO:0016982	angiosarcoma (disease)	UBERON:0002106	spleen
MONDO:0005966	spleen cancer	MONDO:0004992	cancer	UBERON:0002106	spleen
MONDO:0002332	splenic disease	MONDO:0000001	disease	UBERON:0002106	spleen
MONDO:0001463	splenic flexure cancer	MONDO:0004992	cancer	UBERON:0022276	splenic flexure of colon
MONDO:0002343	splenic hemangioma	MONDO:0006500	hemangioma	UBERON:0002106	spleen
MONDO:0003500	squamous cell bile duct carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0002394	bile duct
MONDO:0006056	squamous cell breast carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0000310	breast
MONDO:0005097	squamous cell lung carcinoma	MONDO:0005096	squamous cell carcinoma	UBERON:0002048	lung
MONDO:0004204	squamous cell papilloma of skin	MONDO:0001825	squamous papilloma	UBERON:0000014	zone of skin
MONDO:0003273	sternum cancer	MONDO:0004992	cancer	UBERON:0000975	sternum
MONDO:0003988	sternum lymphoma	MONDO:0005062	lymphoma	UBERON:0000975	sternum
MONDO:0004716	stomach carcinoma in situ	MONDO:0004647	in situ carcinoma	UBERON:0000945	stomach
MONDO:0004298	stomach disease	MONDO:0000001	disease	UBERON:0000945	stomach
MONDO:0000539	striated muscle rhabdoid tumor	MONDO:0002728	rhabdoid tumor	UBERON:0002036	striated muscle tissue
MONDO:0019296	subcutaneous tissue disease	MONDO:0000001	disease	UBERON:0011818	superficial fascia
MONDO:0001293	subglottis cancer	MONDO:0004992	cancer	UBERON:0036068	subglottis
MONDO:0004358	subglottis carcinoma	MONDO:0004993	carcinoma	UBERON:0036068	subglottis
MONDO:0000933	subglottis neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0036068	subglottis
MONDO:0000545	sublingual gland adenoid cystic carcinoma	MONDO:0004971	adenoid cystic carcinoma	UBERON:0001832	sublingual gland
MONDO:0004667	sublingual gland cancer	MONDO:0004992	cancer	UBERON:0001832	sublingual gland
MONDO:0021070	sublingual gland carcinoma	MONDO:0004993	carcinoma	UBERON:0001832	sublingual gland
MONDO:0003066	submandibular adenitis	MONDO:0002052	lymphadenitis (disease)	UBERON:0001736	submandibular gland
MONDO:0004724	submandibular gland cancer	MONDO:0004992	cancer	UBERON:0001736	submandibular gland
MONDO:0001597	submandibular gland disease	MONDO:0000001	disease	UBERON:0001736	submandibular gland
MONDO:0002687	superior mesenteric artery syndrome	MONDO:0002254	syndromic disease	UBERON:0001182	superior mesenteric artery
MONDO:0003032	superior vena cava angiosarcoma	MONDO:0016982	angiosarcoma (disease)	UBERON:0001585	anterior vena cava
MONDO:0004208	superior vena cava leiomyosarcoma	MONDO:0005058	leiomyosarcoma	UBERON:0001585	anterior vena cava
MONDO:0015550	suprabasal epidermolysis bullosa simplex	MONDO:0017610	epidermolysis bullosa simplex	UBERON:0010402	epidermis suprabasal layer
MONDO:0001724	supraglottis cancer	MONDO:0004992	cancer	UBERON:0036263
MONDO:0004427	supraglottis neoplasm	MONDO:0005070	neoplasm (disease)	UBERON:0036263
MONDO:0021110	sweat gland adenoma	MONDO:0004972	adenoma	UBERON:0001820	sweat gland
MONDO:0002206	sweat gland cancer	MONDO:0004992	cancer	UBERON:0001820	sweat gland
MONDO:0005524	sweat gland carcinoma	MONDO:0004993	carcinoma	UBERON:0001820	sweat gland
MONDO:0006615	sweat gland disease	MONDO:0000001	disease	UBERON:0001820	sweat gland
MONDO:0021072	sympathetic paraganglioma	MONDO:0000448	paraganglioma	UBERON:0000013	sympathetic nervous system
MONDO:0004519	synovial angioma	MONDO:0006500	hemangioma	UBERON:0007616	layer of synovial tissue
MONDO:0002403	synovium cancer	MONDO:0004992	cancer	UBERON:0007616	layer of synovial tissue
MONDO:0005115	temporal lobe epilepsy	MONDO:0005027	epilepsy	UBERON:0001871	temporal lobe
MONDO:0002218	temporal lobe neoplasm	MONDO:0004992	cancer	UBERON:0001871	temporal lobe
MONDO:0006442	tendon sheath fibroma	MONDO:0005167	fibroma	UBERON:0000304	tendon sheath
MONDO:0004076	tendon sheath lipoma	MONDO:0005106	lipoma	UBERON:0000304	tendon sheath
MONDO:0002522	tenosynovial giant cell tumor	MONDO:0002171	giant cell tumor	UBERON:0000304	tendon sheath
MONDO:0005447	testicular cancer	MONDO:0004992	cancer	UBERON:0000473	testis
MONDO:0006445	testicular choriocarcinoma	MONDO:0005207	choriocarcinoma (disease)	UBERON:0000473	testis
MONDO:0002329	testicular disease	MONDO:0000001	disease	UBERON:0000473	testis
MONDO:0002698	testicular gonadoblastoma (disease)	MONDO:0010768	gonadoblastoma	UBERON:0000473	testis
MONDO:0003395	testicular granulosa cell tumor	MONDO:0006036	granulosa cell tumor	UBERON:0000473	testis
MONDO:0003124	testicular leydig cell tumor	MONDO:0006266	leydig cell tumor	UBERON:0000473	testis
MONDO:0003669	testicular seminoma	MONDO:0003001	seminoma	UBERON:0000473	testis
MONDO:0003125	testicular sex cord-stromal neoplasm	MONDO:0005958	sex cord-stromal tumor	UBERON:0000473	testis
MONDO:0003402	testicular yolk sac tumor	MONDO:0019495	yolk sac tumor	UBERON:0000473	testis
MONDO:0002860	testis rhabdomyosarcoma	MONDO:0005212	rhabdomyosarcoma (disease)	UBERON:0000473	testis
MONDO:0002861	testis sarcoma	MONDO:0005089	sarcoma	UBERON:0000473	testis
MONDO:0003766	thalamic cancer	MONDO:0004992	cancer	UBERON:0001897	dorsal plus ventral thalamus
MONDO:0003081	thalamic disease	MONDO:0000001	disease	UBERON:0001897	dorsal plus ventral thalamus
MONDO:0003546	third cranial nerve disease	MONDO:0000001	disease	UBERON:0001643	oculomotor nerve
MONDO:0002773	third ventricle chordoid glioma	MONDO:0016706	chordoid glioma	UBERON:0002286	third ventricle
MONDO:0003274	thoracic cancer	MONDO:0004992	cancer	UBERON:0000915	thoracic segment of trunk
MONDO:0000651	thoracic disease	MONDO:0000001	disease	UBERON:0000915	thoracic segment of trunk
MONDO:0006451	thymic carcinoma	MONDO:0004993	carcinoma	UBERON:0002370	thymus
MONDO:0006452	thymic sarcomatoid carcinoma	MONDO:0006406	sarcomatoid carcinoma	UBERON:0002370	thymus
MONDO:0003209	thymus adenocarcinoma	MONDO:0004970	adenocarcinoma	UBERON:0002370	thymus
MONDO:0003551	thymus adenosquamous carcinoma	MONDO:0006074	adenosquamous carcinoma	UBERON:0002370	thymus
MONDO:0004092	thymus basaloid carcinoma	MONDO:0003486	basaloid squamous cell carcinoma	UBERON:0002370	thymus
MONDO:0002586	thymus cancer	MONDO:0004992	cancer	UBERON:0002370	thymus
MONDO:0003393	thymus gland disease	MONDO:0000001	disease	UBERON:0002370	thymus
MONDO:0003047	thymus large cell carcinoma	MONDO:0005232	large cell carcinoma	UBERON:0002370	thymus
MONDO:0002163	thymus lipoma	MONDO:0005106	lipoma	UBERON:0002370	thymus
